,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Sedv[L],Season
7064,192716977513.79468,0.0,93188.54982498428,1321687.8548500843,779689399.9620068,169942.89417417828,2630936883244.448,1812843.3965910135,2159046.332185244,30547.849668210838,3731933436.6001654,10225.451684897109,132033118279.5697,4663974193548.387,6103225806.451613,79896774193.54839,2000-05-05,1664516129.032272,spring
7065,191919632902.23505,0.0,89450.00763033358,1362279.9722532786,796208717.9268011,136936.33178967665,2630938487076.506,1812844.4497994913,2162010.537485267,29322.329739475626,3731574046.037311,10224.475168767578,127964301075.26903,4658267281105.988,6103225806.451613,79896774193.54839,2000-05-06,1664516129.032272,spring
7066,191180404841.05945,0.0,77568.81039331862,1398299.0306915478,737909159.2803873,1828.3250940443154,2630940262503.5513,1812866.7658700664,2166395.5144099267,25427.59130051145,3731210293.798234,10223.490537088524,131742488479.26277,4645426728110.596,6103225806.451613,79896774193.54839,2000-05-07,1664516129.032272,spring
7067,190568577707.97607,0.0,59705.31710858117,1432173.8476047346,610455683.0805085,1018.5276134153158,2630942071159.2686,1812867.9892406245,2170796.571994175,19571.81493704076,3730842142.7215247,10222.493955611602,119826666666.66647,4646853456221.195,6103225806.451613,79896774193.54839,2000-05-08,1664516129.032272,spring
7068,189895808784.0666,0.0,60678.682614700934,1474327.1094829042,671426496.344644,71220.86203749896,2630943855661.216,1812869.2355076342,2174374.0443952666,19890.890866530077,3730470416.4273143,10221.485322524726,115757849462.36581,4642097695852.536,6103225806.451613,79896774193.54839,2000-05-09,1664516129.032272,spring
7069,189183918950.6592,0.0,58913.22926145705,1512338.8717719184,710490946.2260455,54538.46117215402,2630945695687.765,1812891.6763744622,2175805.6517553367,19312.16307505334,3730097281.985039,10220.466894321411,111689032258.06453,4638293087557.602,6103225806.451613,79896774193.54839,2000-05-10,1664516129.032272,spring
7070,188371723654.3415,0.0,61152.080089583025,1552572.3870519726,810735633.4852395,31757.474481755533,2630947601717.7183,1812892.9442725999,2178061.911223768,20046.073825414707,3729721893.5734797,10219.444608178192,107620215053.76324,4634488479262.675,6103225806.451613,79896774193.54839,2000-05-11,1664516129.032272,spring
7071,33325677707.417145,-154122319353.55212,62644.60577502649,1591814.987997039,922369326.9018497,171903.91185051767,2785071731129.915,1812894.2576513821,2182506.4919710387,20535.33404408426,3729342062.923013,10218.416146776657,18827526881.720467,4920101612903.223,1109677419.3548386,84890322580.64516,2000-05-12,1664516129.032272,spring
7072,32398702340.65971,0.0,57195.171319242414,804211.5162526764,926304337.1963985,75986.7839001116,2785072744032.0337,1921039.074372101,2186967.488593965,18748.97182635792,3729065917.1332765,10217.375514857571,18087741935.48387,4916059216589.862,1109677419.3548386,84890322580.64516,2000-05-13,1664516129.032272,spring
7073,31574906498.78565,0.0,45454.949432608846,857317.130039815,823046102.8891432,62123.195691199,2785073824476.143,1921062.2498977252,2191411.97912683,14900.446080031,3728785350.7850966,10216.618951050074,17347956989.247272,4912016820276.494,1109677419.3548386,84890322580.64516,2000-05-14,1664516129.032272,spring
7074,30853648809.027657,0.0,34702.57691571778,918419.4934041848,720436663.2581066,62690.416603783095,2785074963453.116,1921062.995156676,2192935.147694387,11375.74417363297,3728503262.782283,10215.850276123554,16602887864.82339,4907974423963.135,1109677419.3548386,84890322580.64516,2000-05-15,1664516129.032272,spring
7075,30050660123.381336,0.0,32559.31274307108,985681.2691936995,802042337.6761531,6773.986282368527,2785076226494.1035,1921063.780789896,2194524.3177554575,10673.167388521111,3728219587.1678853,10215.077432280228,15836682027.649744,4903932027649.766,1109677419.3548386,84890322580.64516,2000-05-16,1664516129.032272,spring
