,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,PLoad,Season
9837,138020793296.34653,0.0,72343914932.31175,508632933.79182184,395036119076.1547,8198531374.506141,1742056571799.3433,3253438.0713615194,193612520.32857522,72343914932.31175,5.01968297151e+16,13752559906.306572,108542163859.54912,5951501724236.369,7767741935.4838705,78232258064.51613,2007-12-08,123067072201.31561,autumn
9838,224267896948.312,123893252694766.8,61533536100.65781,499704163.5349656,342264058068.0181,2169791882.9241843,1655571484880.2822,3253598.745660228,193542938.59358892,61533536100.65781,5.019681577225458e+16,13752556086.328768,162864801598.62982,5650773497002.574,11651612903.225803,74348387096.7742,2007-12-09,107900850232.95436,autumn
9839,236401964578.22604,17699484261474.34,53950425116.47718,329410251.68873197,331694979229.2767,16875655579.831951,1643206781393.5476,3246190.16877182,193472257.91307154,53950425116.47718,5.019680182947625e+16,13752552266.371119,170674279189.26636,5603379223522.696,12206451612.903229,73793548387.09677,2007-12-10,153572952575.20306,autumn
9840,225321501484.88544,-15409796723214.96,76786476287.60153,328045796.54111195,485098487114.312,6846417924.946288,1653949717796.994,3245292.600292301,193402781.5299621,76786476287.60153,5.019678788677031e+16,13752548446.431849,163122580645.16125,5577050162717.672,11651612903.225803,74348387096.7742,2007-12-11,146054511393.41156,autumn
9841,237335006460.10864,17683203404229.9,73027255696.70578,316304995.6887888,470710990169.89294,93813792.40569179,1641608783144.545,3243412.8753577936,193332206.91595727,73027255696.70578,5.01967739441369e+16,13752544626.512415,170674279189.26697,4933109593681.608,12206451612.903229,73793548387.09677,2007-12-12,134887186510.73589,autumn
9842,237040388801.36667,0.0,67443593255.36794,303660460.7850506,446785497212.1259,25982534730.93723,1641592695912.544,3242622.450712234,193262835.64655513,67443593255.36794,5.019676000157588e+16,13752540806.612848,170782300884.9561,4911581033399.945,12206451612.903229,73793548387.09677,2007-12-13,122709242800.48166,autumn
9843,249100489044.17877,17684071032612.297,61354621400.24083,306619882.903833,415173139937.4699,11436255125.099127,1629243971913.046,3242794.1167178405,193193516.63863686,61354621400.24083,5.019674605908817e+16,13752536986.733118,178658064516.12903,4853285161290.325,12761290322.580645,73238709677.41936,2007-12-14,112853135652.2306,autumn
9844,248842626077.71545,0.0,56426567826.1153,272962493.55653477,392693307414.30255,24577614295.718624,1629228902859.8433,3242010.559749894,193124249.83323938,56426567826.1153,5.019673211667276e+16,13752533166.87347,178658064516.12903,4806469829222.012,12761290322.580645,73238709677.41936,2007-12-15,87513265549.71388,autumn
9845,260989309360.934,17684697750302.902,43756632774.85694,264488358.93570584,311431446947.0035,32047943524.789703,1616865926078.3872,3242188.203556212,194572631.56231067,43756632774.85694,5.019671817281298e+16,13752529347.033634,186425806451.6129,4723596508538.904,13316129032.258064,72683870967.74194,2007-12-16,74301463197.68222,autumn
9846,260806894041.36804,0.0,37150731598.84111,262714891.72350815,272199375614.6451,12374771737.688345,1616859386975.9175,3241332.8456129986,196042850.4090255,37150731598.84111,5.019670422748594e+16,13752525526.798077,186425806451.6129,4708632182163.19,13316129032.258064,72683870967.74194,2007-12-17,83807738768.38828,autumn
9847,260590710813.33865,0.0,41903869384.19414,253200788.2484432,314440677935.12585,6040541189.287889,1616857221891.5928,3241557.777631382,197535403.97752073,41903869384.19414,5.019669028067039e+16,13752521706.16053,185433624288.4253,4662171511701.454,13316129032.258064,72683870967.74194,2007-12-18,107652538696.04173,autumn
9848,260328191256.1964,0.0,53826269348.02087,244460685.0421205,379406749516.9466,4353550890.205588,1616856194238.2708,3241798.2279324364,199051989.75120884,53826269348.02087,5.019667633234231e+16,13752517885.115177,185799165085.3892,4584214497153.703,13316129032.258064,72683870967.74194,2007-12-19,116030812902.8786,autumn
9849,260059359443.8632,0.0,58015406451.4393,239959600.79253545,385462278987.623,1251223660.7406588,1616857312056.2173,3242057.7295647464,200591970.0684683,58015406451.4393,5.019666238247834e+16,13752514063.655428,185224743833.0167,4537753826691.967,13316129032.258064,72683870967.74194,2007-12-20,114768280164.1962,autumn
9850,407916335274.3589,212232936785814.0,57384140082.0981,231632987.40258944,360533034517.82623,239128821.0257454,1468750025480.8008,3242327.450281829,202155890.45353574,57384140082.0981,5.0196648431054536e+16,13752510241.774887,277092979127.13385,4108488172043.008,19974193548.387096,66025806451.6129,2007-12-21,108992878985.32785,winter
9851,407677883207.2323,0.0,54496439492.663925,159023187.88419428,339598603711.3889,153286149.62800092,1468752674840.833,3231584.2358850883,203744313.52454883,54496439492.663925,5.019663447803539e+16,13752506419.466997,277680455407.9691,4094894623655.917,19974193548.387096,66025806451.6129,2007-12-22,98738273267.43364,winter
9852,407472452624.3812,0.0,49369136633.71682,151491253.82738453,292623007685.27277,412641421.0957731,1468755048297.6567,3231819.4765080307,205357819.66832888,49369136633.71682,5.019662052340679e+16,13752502596.722025,278346261859.58234,4458489677419.3545,19974193548.387096,66025806451.6129,2007-12-23,79942819141.27344,winter
9853,407313611306.8501,0.0,39971409570.63672,150378175.49989638,225894086688.1343,530746318.8493116,1468757323347.3098,3232084.2675843486,206997007.7475679,39971409570.63672,5.0196606567143096e+16,13752498773.53611,275643870967.74194,4260606451612.904,19974193548.387096,66025806451.6129,2007-12-24,82831409059.82375,winter
9854,407156131523.1524,0.0,41415704529.91187,145798608.42175344,223661496001.15387,150879602.76193312,1468759809393.6443,3232296.64722209,208662495.8417805,41415704529.91187,5.0196592609217944e+16,13752494949.90222,279638709677.4194,4607436129032.26,19974193548.387096,66025806451.6129,2007-12-25,77774430224.03967,winter
9855,764947483363.3185,512955482196269.75,38887215112.01984,144663683.0841209,201072171625.82666,167081940.4850804,1110829208574.273,3232511.8365822565,210354922.02439258,38887215112.01984,5.019657864960441e+16,13752491125.813135,504903225806.4516,2752913851992.41,36064516129.03226,49935483870.96774,2007-12-26,67376292565.05706,winter
9856,423540587228.512,-489566148592477.6,33688146282.52853,639007175.6935196,173770555356.176,0.0,1452116366555.3018,147748030.46596965,212076207.33553913,33688146282.52853,5.019656483278893e+16,13752487301.261482,279638709677.4194,4868626451612.9,19974193548.387096,66025806451.6129,2007-12-27,94161908976.6907,winter
9857,777254029897.402,507273463407329.6,47080954488.34535,148428015.6595876,233339923058.87198,1149762306.4830916,1098241113776.3206,3197041.87346945,213546441.2827158,47080954488.34535,5.019655086995602e+16,13752483515.832582,504903225806.4516,2667436053130.9307,36064516129.03226,49935483870.96774,2007-12-28,119168885942.63768,winter
9858,786295810759.1582,0.0,59584442971.31884,649552726.0650096,288806013848.3537,0.0,1088997839695.5156,146125809.53221053,214792291.48590145,59584442971.31884,5.019653769836258e+16,13752479690.398909,504443580012.6508,2830264895635.676,36064516129.03226,49935483870.96774,2007-12-29,115853723132.71304,winter
9859,786221785833.3058,0.0,57926861566.35652,652945220.3295054,273718632988.2172,0.0,1088880847280.116,144934086.01733366,216051406.83441088,57926861566.35652,5.01965245277144e+16,13752476081.743174,504903225806.4516,2581958254269.451,36064516129.03226,49935483870.96774,2007-12-30,99000071104.54897,winter
9860,786175153248.7407,0.0,49500035552.27448,649662811.7884498,225730221457.79907,0.0,1088769931357.776,144932388.90400237,217326604.3215942,49500035552.27448,5.019651135251052e+16,13752472473.34641,504903225806.4516,2636593548387.0967,36064516129.03226,49935483870.96774,2007-12-31,101712294119.76117,winter
9861,786110236801.8525,0.0,50856147059.880585,648967754.7835685,224092895840.2344,0.0,1088678453783.2178,144929849.33516327,218616867.95336762,50856147059.880585,5.019649817532239e+16,13752468863.701511,504903225806.4516,2552408197343.452,36064516129.03226,49935483870.96774,2008-01-01,93291445998.48878,winter
9862,447333034474.4144,-485602665669494.06,46645722999.24439,642479197.2274145,205945394947.2912,0.0,1427313488820.3538,144930743.8122983,219921157.47456062,46645722999.24439,5.019648434786672e+16,13752465253.512985,287406451612.9032,3329083172675.519,20529032258.064514,65470967741.935486,2008-01-02,102363804822.4634,winter
9863,447175781080.8128,0.0,51181902411.2317,134659114.4596356,226373309727.50592,3386492443.993761,1427313778005.1033,3170476.345803529,221411449.82372484,51181902411.2317,5.019647037716429e+16,13752461465.168964,287406451612.9032,3311675597722.962,20529032258.064514,65470967741.935486,2008-01-03,145772862998.45825,winter
9864,785633937997.9983,485694493225666.44,72886431499.22913,132684686.01644163,322936171783.8583,574170728.7832959,1088631389598.4512,3170773.5129742976,223317149.50788274,72886431499.22913,5.019645640456027e+16,13752457637.579256,504903225806.4516,2512577305502.8467,36064516129.03226,49935483870.96774,2008-01-04,147798909547.82513,winter
9865,785752753924.5815,0.0,73899454773.91257,635833577.6040573,328116132048.7788,0.0,1088283773700.8306,144963271.17320403,225239220.90764847,73899454773.91257,5.019644320766409e+16,13752453809.468569,504903225806.4516,2499300341555.9766,36064516129.03226,49935483870.96774,2008-01-05,115046571418.20769,winter
9866,471271763562.09503,-450794420527092.56,57523285709.10384,624315154.9340026,255966432726.29398,0.0,1402587780147.8137,144938736.36019263,226626347.8618535,57523285709.10384,5.019642937352629e+16,13752450193.880571,302941935483.871,3204207908918.403,21638709677.41936,64361290322.58064,2008-01-06,135309371140.97786,winter
9867,483174948192.8782,17342426740653.963,67654685570.48893,123101652.98276387,301572903110.32355,34309491670.17346,1390475295991.6226,3169132.279977815,228030563.0463734,67654685570.48893,5.019641539621846e+16,13752446403.705832,310709677419.3548,3163448804554.082,22193548387.09677,63806451612.90323,2008-01-07,194243932680.62183,winter
9868,785159838961.6849,433567993115697.7,97121966340.31091,122507069.94070813,433688924194.18036,16827955189.212217,1088189099302.4508,3168611.125263067,229452186.4940117,97121966340.31091,5.019640141749231e+16,13752442574.30643,504903225806.4516,2459469449715.3706,36064516129.03226,49935483870.96774,2008-01-08,204052838646.51105,winter
9869,785279081174.9553,0.0,102026419323.25552,620285954.2180257,456536957356.2868,0.0,1087751695490.9656,144971125.68147346,230891544.6019586,102026419323.25552,5.01963881994191e+16,13752438744.518442,504903225806.4516,2446192485768.5005,36064516129.03226,49935483870.96774,2008-01-09,193710622005.09567,winter
9870,785161115638.8474,0.0,96855311002.54784,620740561.6235101,434361465255.5201,0.0,1087566955584.7666,144941151.6338196,232348974.8333839,96855311002.54784,5.019637498031672e+16,13752435123.128523,504903225806.4516,2426923263757.1143,36064516129.03226,49935483870.96774,2008-01-10,187516460465.78772,winter
9871,785043301602.7152,0.0,93758230232.89386,617913627.9002035,421302553412.5156,0.0,1087391191179.0608,144938895.94908267,233827599.2910841,93758230232.89386,5.0196361756910136e+16,13752431501.456636,504903225806.4516,2428626944971.54,36064516129.03226,49935483870.96774,2008-01-11,175473700111.1427,winter
9872,784938520327.9451,0.0,87736850055.57135,615692317.4781773,395025015103.9369,0.0,1087220725367.5936,144935774.14404428,235830328.58006403,87736850055.57135,5.0196348529280024e+16,13752427878.605518,504903225806.4516,2400369335863.379,36064516129.03226,49935483870.96774,2008-01-12,158212641461.21506,winter
9873,784849688138.0211,0.0,79106320730.60753,615030756.3182019,356876179849.51184,0.0,1087060902403.5068,144934445.84697944,237996708.40101436,79106320730.60753,5.0196335298824264e+16,13752424254.597267,504903225806.4516,2384096242884.25,36064516129.03226,49935483870.96774,2008-01-13,124203507438.16107,winter
9874,784798495091.1383,0.0,62101753719.080536,604553589.944372,280726069086.533,0.0,1086916515459.3984,144933642.1265125,239853841.0340335,62101753719.080536,5.019632205603702e+16,13752420629.814867,510673548387.0967,2364827020872.864,36064516129.03226,49935483870.96774,2008-01-14,169676913361.39502,winter
9875,784644344440.5143,0.0,84838456680.69751,608406618.9930356,384291522946.61395,0.0,1086802965672.4408,144934034.17387408,241429199.95095363,84838456680.69751,5.019630881553147e+16,13752417001.65398,527984516129.0323,2345557798861.4824,36064516129.03226,49935483870.96774,2008-01-15,168917644931.86365,winter
9876,784528155350.306,0.0,84458822465.93182,598070889.4577507,389990537057.6371,0.0,1086647528086.2734,144940392.77599344,243026684.35680348,84458822465.93182,5.019629556310269e+16,13752413374.118214,523020341555.9783,2335276963946.87,36064516129.03226,49935483870.96774,2008-01-16,165767204855.57437,winter
9877,784414046336.81,0.0,82883602427.78719,597272405.4336764,390304613276.4342,0.0,1086489810164.1978,144942316.00522685,244645276.93159655,82883602427.78719,5.019628230826239e+16,13752409743.315805,504903225806.4516,2322000000000.0,36064516129.03226,49935483870.96774,2008-01-17,170551432730.7688,winter
9878,784286568597.6936,0.0,85275716365.3844,596532520.1365222,409694663510.06006,0.0,1086331977931.123,144943779.30118045,246286864.61726907,85275716365.3844,5.019626905104571e+16,13752406111.852713,978378801843.317,1354678341013.8235,36064516129.03226,49935483870.96774,2008-01-18,154805047379.17865,winter
9879,784187941030.5061,0.0,77402523689.58932,592344981.208765,379543735932.976,0.0,1086166306311.87,144945423.5218504,242004544.41094196,77402523689.58932,5.0196255793929096e+16,13752402479.738552,513936528417.81903,2319003870967.742,36064516129.03226,49935483870.96774,2008-01-19,110786189507.25813,winter
9880,784148279112.9624,0.0,55393094753.62907,589981728.8186606,277353552691.7823,0.0,1086012828973.4636,144945323.89139524,239344052.3658693,55393094753.62907,5.019624253711324e+16,13752398847.651808,520359447004.6072,2304023225806.452,36064516129.03226,49935483870.96774,2008-01-20,90639669536.69585,winter
9881,784098989531.5708,0.0,45319834768.34792,590230915.614841,231824014142.1302,0.0,1085900674810.4784,144942990.5067397,235301317.17509276,45319834768.34792,5.019622928459061e+16,13752395215.647463,524051766513.0575,2310015483870.968,36064516129.03226,49935483870.96774,2008-01-21,113675553176.29083,winter
9882,783985796980.9155,0.0,56837776588.14542,589242869.2276479,297162237069.0164,0.0,1085806935170.4991,144945753.95666045,231393340.57856914,56837776588.14542,5.01962160349943e+16,13752391584.819345,528568417818.7413,2307019354838.71,36064516129.03226,49935483870.96774,2008-01-22,157000153347.76794,winter
9883,783813742495.4918,0.0,78500076673.88397,586243887.5884681,419657673889.631,0.0,1085686787917.9211,144951894.74697307,227613495.10205027,78500076673.88397,5.019620278618864e+16,13752387954.792961,525511520737.3282,2675115207373.2734,36064516129.03226,49935483870.96774,2008-01-23,154910895081.944,winter
9884,783688491831.6306,0.0,77455447540.972,582323586.6354139,423588311170.2397,0.0,1085517118132.492,144960086.62667072,223955580.8466048,77455447540.972,5.01961895371324e+16,13752384324.98319,536519784946.2378,2304023225806.452,36064516129.03226,49935483870.96774,2008-01-24,149412645798.7118,winter
9885,783568592851.6267,0.0,74706322899.3559,580060007.849627,418188294699.00214,0.0,1085345870078.7826,144964435.1640098,221468019.59769458,74706322899.3559,5.019617628830813e+16,13752380695.104767,547528049155.1473,2265073548387.0967,36064516129.03226,49935483870.96774,2008-01-25,140512374767.24106,winter
9886,783457237752.5485,0.0,70256187383.62053,579349219.7172055,402780590295.51526,0.0,1085176811320.3396,144968298.79291534,218213091.77962202,70256187383.62053,5.019616304203549e+16,13752377065.2899,963180184331.7988,1634245714285.7166,36064516129.03226,49935483870.96774,2008-01-26,118941598136.8096,winter
9887,783376828298.9508,0.0,59470799068.4048,575185428.5114882,349393530816.75586,0.0,1085013981402.854,144971997.40386146,214853891.4685594,59470799068.4048,5.019614979496559e+16,13752373436.174107,556492657450.0771,2262077419354.8384,36064516129.03226,49935483870.96774,2008-01-27,99683726072.17256,winter
9888,783309027192.3093,0.0,49841863036.08628,573901416.5473521,300271653023.9851,0.0,1084872737262.1836,144977152.79450324,211597042.99268064,49841863036.08628,5.019613654987731e+16,13752369806.83989,561576036866.3605,2262077419354.8384,36064516129.03226,49935483870.96774,2008-01-28,115003883691.54941,winter
9889,783182952502.2047,0.0,57501941845.774704,570993321.7028875,355467011062.10596,0.0,1084751356335.756,144984981.80145085,208439179.27347273,57501941845.774704,5.0196123305050264e+16,13752366178.048578,566728110599.0778,2262077419354.8384,36064516129.03226,49935483870.96774,2008-01-29,117587116499.01428,winter
9890,783073478799.1359,0.0,58793558249.50714,572628398.5069354,363665681694.2743,0.0,1084607670063.4211,144993488.2579645,205844092.38778,58793558249.50714,5.01961100644655e+16,13752362549.328838,571536712749.616,2262077419354.8384,36064516129.03226,49935483870.96774,2008-01-30,111011628020.15546,winter
9891,782981339740.1766,0.0,55505814010.07773,570049682.0949126,343539179982.18134,0.0,1084460670894.314,145000943.05531254,204591561.96169314,55505814010.07773,5.019609682256565e+16,13752358921.77137,577032258064.5161,2259081290322.5806,36064516129.03226,49935483870.96774,2008-01-31,116796249857.4508,winter
9892,782868453872.5198,0.0,58398124928.7254,566861213.7322297,361669375438.62695,0.0,1084321816446.4036,145007667.04737613,203355598.19679442,58398124928.7254,5.019608357872363e+16,13752355293.853601,582184331797.2334,2253089032258.0645,36064516129.03226,49935483870.96774,2008-02-01,121738441782.43307,winter
9893,782752092471.4584,0.0,60869220891.21654,563776956.0870819,377202270045.86957,0.0,1084175644448.9808,145018243.31543875,202135898.62710914,60869220891.21654,5.019607033303127e+16,13752351665.403734,587336405529.9543,2253089032258.0645,36064516129.03226,49935483870.96774,2008-02-02,104719939636.65596,winter
9894,782678581896.4697,0.0,52359969818.32798,558350351.6396216,324668426176.9194,0.0,1084023200073.3424,145032354.8513365,200930972.30238956,52359969818.32798,5.019605708313496e+16,13752348036.446924,1225678341013.8254,1697093087557.6045,36064516129.03226,49935483870.96774,2008-02-03,89664674010.77917,winter
9895,782616193071.7677,0.0,44832337005.38959,557242339.530981,278173256056.68317,0.0,1083891995290.0645,145054205.26112077,199746496.2773758,44832337005.38959,5.01960438333406e+16,13752344406.338345,597640552995.3928,2259081290322.5806,36064516129.03226,49935483870.96774,2008-02-04,107676610749.48468,winter
9896,782495981011.1173,0.0,53838305374.74234,554420557.1820716,334274094172.1815,0.0,1083779589116.5096,145081465.61171016,198576196.5514706,53838305374.74234,5.019603058192565e+16,13752340776.2577,604235207373.2714,2259081290322.5806,36064516129.03226,49935483870.96774,2008-02-05,116758264448.35765,winter
9897,782378677202.131,0.0,58379132224.178825,551472353.5515009,362685106175.01355,0.0,1083644521281.911,145113670.35368684,197422170.06867853,58379132224.178825,5.019601732875236e+16,13752337145.733055,1268268817204.3022,1756064516129.034,36064516129.03226,49935483870.96774,2008-02-06,116425898151.86974,winter
9898,782273428685.0348,0.0,58212949075.93487,548021692.7414609,361871275270.568,0.0,1083497981417.274,145143403.4788247,196282960.98409727,58212949075.93487,5.0196004073300984e+16,13752333514.726673,631850322580.6451,2217135483870.968,36064516129.03226,49935483870.96774,2008-02-07,115740633293.73018,winter
9899,782169176263.0675,0.0,57870316646.86509,547934385.505876,359965344203.37994,0.0,1083351780145.2622,145171656.15028185,195158308.52911767,57870316646.86509,5.019599081891883e+16,13752329883.09616,617476036866.3604,3356377880184.331,36064516129.03226,49935483870.96774,2008-02-08,107261953051.4555,winter
9900,782082363045.1206,0.0,53630976525.72775,546858144.2351413,333802945744.1972,0.0,1083206352606.7306,145188031.14843583,194552576.68761262,53630976525.72775,5.0195977564086184e+16,13752326251.758585,650809953917.0511,2214282027649.768,36064516129.03226,49935483870.96774,2008-02-09,90826793834.14737,winter
9901,782020439130.8478,0.0,45413396917.073685,546670243.612013,282837965036.23486,0.0,1083071498355.463,145210055.68999815,193953054.61695117,45413396917.073685,5.01959643096908e+16,13752322620.297586,662814285714.2847,2210358525345.6216,36064516129.03226,49935483870.96774,2008-02-10,75735345963.26178,winter
9902,781970513022.4813,0.0,37867672981.63089,545968997.7345884,235999660497.8734,0.0,1082957235613.2588,145236067.8681404,193358532.74471992,37867672981.63089,5.019595105521834e+16,13752318988.956385,666884423963.1346,2226409216589.8623,36064516129.03226,49935483870.96774,2008-02-11,99724757746.57452,winter
9903,781849512815.9553,0.0,49862378873.28726,545414837.4512713,310963403004.65326,0.0,1082861905343.6914,145263168.07419133,192767816.34890306,49862378873.28726,5.019593780081317e+16,13752315357.594065,1280290322580.645,1772709677419.355,36064516129.03226,49935483870.96774,2008-02-12,104732804408.93773,winter
9904,781746828892.2014,0.0,52366402204.468864,542645290.6544162,328182691349.81604,0.0,1082736294606.8096,145300618.4285257,192185444.12261534,52366402204.468864,5.0195924544261896e+16,13752311726.250183,1280290322580.645,1772709677419.355,36064516129.03226,49935483870.96774,2008-02-13,106452777771.84444,winter
9905,781646204211.4209,0.0,53226388885.92222,541225263.7434337,335226189975.1611,0.0,1082603736120.236,145330175.72087288,191604496.7374626,53226388885.92222,5.0195911286904744e+16,13752308094.318327,693881290322.5806,2232116129032.2583,36064516129.03226,49935483870.96774,2008-02-14,103875334495.8748,winter
9906,781552938880.8304,0.0,51937667247.9374,540618286.9610063,328740926929.23975,0.0,1082468338089.624,145358071.822529,191027233.37481353,51937667247.9374,5.019589802954941e+16,13752304462.165684,701918525345.6206,2230689400921.6606,36064516129.03226,49935483870.96774,2008-02-15,103283368401.59996,winter
9907,781457216858.7579,0.0,51641684200.79998,540802339.5029362,328508685243.58453,0.0,1082335564959.922,145388034.22399393,190455886.11429286,51641684200.79998,5.019588477298306e+16,13752300830.013536,704546082949.3092,2229262672811.063,36064516129.03226,49935483870.96774,2008-02-16,93880254003.14833,winter
9908,781381163628.9268,0.0,46940127001.574165,539200827.3067247,300106736820.9933,0.0,1082202887335.0498,145419157.37176126,189890400.23633328,46940127001.574165,5.019587151541544e+16,13752297198.077549,707225161290.3225,2235326267281.105,36064516129.03226,49935483870.96774,2008-02-17,73132454780.11353,winter
9909,781338950951.5685,0.0,36566227390.05676,535282069.098966,234972597487.906,0.0,1082081682935.1016,145464320.65678158,189331848.57528204,36566227390.05676,5.019585825453642e+16,13752293565.867245,711604423963.1348,2241389861751.153,36064516129.03226,49935483870.96774,2008-02-18,99044693343.95137,winter
9910,781211381090.0829,0.0,49522346671.975685,533850012.37817127,319867774994.5231,0.0,1081986801293.6764,145509147.08026978,188780168.05307776,49522346671.975685,5.019584499282547e+16,13752289932.749704,715520000000.0,2237466359447.007,36064516129.03226,49935483870.96774,2008-02-19,103111860715.14336,winter
9911,781107793424.7865,0.0,51555930357.57168,532037783.1588168,334695574523.459,0.0,1081857634875.4724,145550918.73303074,187258993.77164364,51555930357.57168,5.019583173086889e+16,13752286299.40424,780539170506.9109,3300735483870.9683,36064516129.03226,49935483870.96774,2008-02-20,100368007233.87892,winter
9912,781015224803.0852,0.0,50184003616.93946,531655228.5067976,327463117740.5864,0.0,1081722484310.4768,145591879.77744076,185525011.13115835,50184003616.93946,5.019581847030833e+16,13752282665.991478,718405161290.3226,2222129032258.0645,36064516129.03226,49935483870.96774,2008-02-21,94942672984.5407,winter
9913,780930934133.8667,0.0,47471336492.27035,529945377.12237257,311367346415.8939,0.0,1081590256594.8358,145637911.12263903,183827952.6752436,47471336492.27035,5.019580520978463e+16,13752279032.961187,717091382488.4784,2238179723502.3057,36064516129.03226,49935483870.96774,2008-02-22,98497614991.53696,winter
9914,780830864160.5508,0.0,49248807495.76848,528999889.7746671,324711383054.6828,0.0,1081464534813.524,145682369.87868392,182164623.48440695,49248807495.76848,5.019579195002686e+16,13752275399.940996,791358525345.6206,3217271889400.9204,36064516129.03226,49935483870.96774,2008-02-23,77203917829.59567,winter
9915,780784073973.3473,0.0,38601958914.79784,529138536.9091793,255844191550.505,0.0,1081333422383.86,145708235.9277709,180525497.9087516,38601958914.79784,5.019577869207637e+16,13752271767.130648,824847004608.2959,3203004608294.9336,36064516129.03226,49935483870.96774,2008-02-24,59517769971.43593,winter
9916,780749499687.621,0.0,29758884985.717964,529408921.2647184,198282777976.2256,0.0,1081230117766.5148,145727292.70724812,179131887.9939057,29758884985.717964,5.019576543581256e+16,13752268134.815445,837727188940.0911,3188737327188.942,36064516129.03226,49935483870.96774,2008-02-25,90783258271.77708,winter
9917,780618125021.7863,0.0,45391629135.88854,529490019.991018,304062383495.1941,0.0,1081150066122.5568,145743141.51510426,178634452.21083114,45391629135.88854,5.019575218014676e+16,13752264502.962345,850607373271.8899,3174470046082.9507,36064516129.03226,49935483870.96774,2008-02-26,98717482980.14423,winter
9918,780514328219.5726,0.0,49358741490.07211,529455925.2516865,325837839841.9773,0.0,1081027302451.63,145760047.00724465,177265342.70782012,49358741490.07211,5.019573892583652e+16,13752260871.273085,834635944700.4592,3122751152073.7344,36064516129.03226,49935483870.96774,2008-02-27,112235800302.14836,winter
9919,780391978665.6509,0.0,56117900151.07418,529412425.67316186,365170023514.00757,0.0,1080895752275.9028,145769243.56149155,175702428.36652452,56117900151.07418,5.019572567305851e+16,13752257239.955212,879974193548.387,3145935483870.968,36064516129.03226,49935483870.96774,2008-02-28,118579117122.76488,winter
9920,780274946283.1534,0.0,59289558561.38244,529287273.3671457,380371135551.31445,0.0,1080748325947.3536,145783064.78028917,174171416.71888846,59289558561.38244,5.019571242170382e+16,13752253609.057127,910371428571.427,3131668202764.976,36064516129.03226,49935483870.96774,2008-02-29,115791321133.77312,winter
9921,780173860887.0321,0.0,57895660566.88656,529152342.41012025,366268556313.09155,0.0,1080594766356.6348,145796849.23670024,172667357.00797367,57895660566.88656,5.019569917173568e+16,13752249978.548994,922607603686.6356,3088509677419.355,36064516129.03226,49935483870.96774,2008-03-01,106061357431.55263,winter
9922,780091673762.9613,0.0,53030678715.77631,529041735.5873181,330900295844.58704,0.0,1080446903360.7437,145813134.64085314,171191581.54023427,53030678715.77631,5.0195685923152616e+16,13752246348.420736,938707834101.3816,3071032258064.516,36064516129.03226,49935483870.96774,2008-03-02,103890364719.72945,winter
9923,780002956983.608,0.0,51945182359.86472,529020866.3339597,319756434847.577,0.0,1080313323458.6569,145841655.47418126,169947022.2438134,51945182359.86472,5.019567267582539e+16,13752242718.671951,927888479262.6718,3088866359447.001,36064516129.03226,49935483870.96774,2008-03-03,132463662370.28735,winter
9924,779852383850.9954,0.0,66231831185.14368,529139247.93025357,402271511150.83673,0.0,1080184254422.2043,145870226.4772125,169509414.8542638,66231831185.14368,5.019565942908636e+16,13752239089.267231,970393087557.6034,3013606451612.904,36064516129.03226,49935483870.96774,2008-03-04,129713658483.48021,winter
9925,779744550216.2445,0.0,64856829241.740105,529344786.28953505,388717425183.92737,0.0,1080021879019.1309,145905856.5245795,168295032.06178603,64856829241.740105,5.0195646183806504e+16,13752235460.02366,952618433179.7231,2943696774193.549,36064516129.03226,49935483870.96774,2008-03-05,131686015745.26247,winter
9926,779630703082.4269,0.0,65843007872.63123,529678467.007988,389502528791.07715,0.0,1079864981796.656,145945617.82262647,166911619.90666276,65843007872.63123,5.019563294028714e+16,13752231831.179863,966529032258.0646,3031083870967.742,36064516129.03226,49935483870.96774,2008-03-06,131658209837.28091,winter
9927,779520707376.9152,0.0,65829104918.64046,530037650.0162459,384423803858.1715,0.0,1079707773272.7334,145981075.8309554,165551533.0684126,65829104918.64046,5.019561969852612e+16,13752228202.818394,967330465949.82,3017767741935.482,36064516129.03226,49935483870.96774,2008-03-07,119533063174.25922,winter
9928,779436345464.9707,0.0,59766531587.12961,530414026.5329428,344599456989.6318,0.0,1079552619058.062,146019928.70038936,165248555.86462447,59766531587.12961,5.019560645748694e+16,13752224574.938663,1269390824372.7607,1757618064516.1304,36064516129.03226,49935483870.96774,2008-03-08,97627584218.20831,winter
9929,779382244617.8953,0.0,48813792109.10416,530314873.4251607,277935427459.9087,0.0,1079413539422.652,146079860.57341078,164961600.86391538,48813792109.10416,5.019559321669914e+16,13752220947.256699,889591397849.4635,3081019354838.71,36064516129.03226,49935483870.96774,2008-03-09,74708805624.62378,winter
9930,779348400664.5518,0.0,37354402812.31189,530844564.28312373,210072491200.05746,0.0,1079301364100.768,146117787.44347754,164666081.4561678,37354402812.31189,5.019557997677809e+16,13752217319.643599,861541218637.9932,3097664516129.031,36064516129.03226,49935483870.96774,2008-03-10,114624348697.08968,winter
