,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,PLoad,Season
2529,444813949203.8319,0.0,82638593979.85013,1153156717.2028415,828669074071.278,682257609.6436868,5526174711278.926,8515299.679808415,252991343.82345638,82638593979.85013,5.029803706328475e+16,13780287969.328432,293287741935.4838,8116037972350.22,7767741935.4838705,78232258064.51613,1987-12-05,121892465977.23468,autumn
2530,483435460375.762,42514475083729.38,60946232988.61734,1092466522.9973748,617299303118.5848,79911216.00246812,5486985106921.668,8515517.720007442,253857667.45998684,60946232988.61734,5.029802303765848e+16,13780284126.92733,316258064516.12897,8071793548387.08,8322580645.161289,77677419354.83871,1987-12-06,95957409483.47627,autumn
2531,450748943180.2256,-34989641382340.11,0.0,942157059.380034,498767555440.5605,5169562520.710078,5519212742978.43,8515556.897560561,254729934.6978961,95957409483.47627,5.0298009011163816e+16,13780280284.289995,297504516129.0322,8142860460829.51,7767741935.4838705,78232258064.51613,1987-12-07,128092114523.25912,autumn
2532,724129884868.1104,297235406625341.2,0.0,1076541474.5542488,673042850133.6205,31052339.017481033,5245212412671.147,8505047.372174341,255606685.67810413,128092114523.25912,5.0297994983785736e+16,13780276441.414743,449252903225.8068,7751350414746.555,11651612903.225803,74348387096.7742,1987-12-08,140228229843.7801,autumn
2533,762586016179.246,42463166503979.88,70114114921.89005,694800160.1002748,798393437742.0895,56841080896.931946,5206021388759.767,8505091.500924416,256489493.3435934,70114114921.89005,5.029798095552873e+16,13780272598.297462,473261566820.2764,7706154838709.684,12206451612.903229,73793548387.09677,1987-12-09,144542195686.5411,autumn
2534,761823747609.2954,0.0,72271097843.27055,659592303.4685001,837407855740.3195,14371226388.165298,5206012897543.733,8426312.568681208,257379952.4522917,72271097843.27055,5.029796692630634e+16,13780268754.939379,476051612903.226,7718805161290.322,12206451612.903229,73793548387.09677,1987-12-10,155718109853.91727,autumn
2535,760990138759.0435,0.0,77859054926.95863,663198834.7385263,912463610363.736,11926607509.807758,5206006687090.003,8426400.311573561,258276605.74137032,77859054926.95863,5.029795289619122e+16,13780264911.316805,485468018433.1802,7638686451612.924,12206451612.903229,73793548387.09677,1987-12-11,155554551739.6231,autumn
2536,799283552709.123,42464218156102.91,77777275869.81155,629409198.996519,921979421839.7405,3885697797.325406,5166864773470.613,8426500.04588813,259177975.57832813,77777275869.81155,5.029793886517868e+16,13780261067.44965,510269308755.7599,7560327373271.858,12761290322.580645,73238709677.41936,1987-12-12,119839667987.94641,autumn
2537,798616605828.9783,0.0,59919833993.973206,563434952.5571934,722678844173.7867,2835378910.4651265,5166866834214.482,8426760.343483169,260085659.40564105,59919833993.973206,5.029792483326256e+16,13780257223.336624,512274654377.8796,7539402027649.759,12761290322.580645,73238709677.41936,1987-12-13,76346407925.04903,autumn
2538,837332293376.7898,42465223241615.95,38173203962.52451,551231311.3734868,465945160189.07245,6245898809.310783,5127722724791.94,8426847.386305895,261001277.1317631,38173203962.52451,5.029791080043475e+16,13780253378.976044,538732534562.2125,7432444976958.536,13316129032.258064,72683870967.74194,1987-12-14,127106667241.57002,autumn
2539,836601263450.5765,0.0,63553333620.78501,541034420.6769327,789582843281.0405,106467610.3351446,5127727338702.648,8349537.140453907,261923353.90629908,63553333620.78501,5.02978967666114e+16,13780249534.365686,542727373271.8893,7412716497695.868,13316129032.258064,72683870967.74194,1987-12-15,154976399161.50366,autumn
2540,835780569781.728,0.0,77488199580.75183,527650933.6514348,887057870137.9258,31592684.840840384,5127731931244.641,8349731.254979689,262850393.97054145,77488199580.75183,5.029788273186505e+16,13780245689.482576,547102672811.0601,7399218064516.13,13316129032.258064,72683870967.74194,1987-12-16,149037204257.8867,autumn
2541,835060374585.9828,0.0,74518602128.94334,514382960.24304026,790746985167.0795,12660147734.44135,5127724783498.335,8349946.382083942,263784020.1115441,74518602128.94334,5.029786869618912e+16,13780241844.34659,549956129032.258,7406486451612.904,13316129032.258064,72683870967.74194,1987-12-17,189155811178.4124,autumn
2542,1303926935487.2915,509604465734358.94,94577905589.2062,507803667.689882,935279949202.3234,17487299858.854,4657997901282.777,8350040.383787945,264725878.26368552,94577905589.2062,5.029785465957528e+16,13780237998.955923,832638525345.6223,6711994838709.687,19974193548.387096,66025806451.6129,1987-12-18,274526596843.29108,autumn
2543,1302702683017.14,0.0,0.0,338706451.3172107,1323458826782.02,184144142.74055442,4658004395232.97,8349778.234851203,261032557.31245908,274526596843.29108,5.0297840626658344e+16,13780234153.308296,835491981566.8197,6702562580645.18,19974193548.387096,66025806451.6129,1987-12-19,331445242465.1449,autumn
2544,1301315348584.7874,0.0,0.0,335021434.79720664,1501601080250.5574,1146945040.4083235,4658009943235.11,8274321.283112203,257439381.1227361,331445242465.1449,5.029782659726297e+16,13780230308.67352,840057511520.7382,6693130322580.674,19974193548.387096,66025806451.6129,1987-12-20,227556063706.4232,autumn
2545,1300414606080.0005,0.0,0.0,331803373.4284084,972134073442.9253,2798906.2335245134,4658016456277.435,8274959.824548457,254109908.26490673,227556063706.4232,5.029781257120155e+16,13780226465.003553,844623041474.6547,6683698064516.101,19974193548.387096,66025806451.6129,1987-12-21,220438524875.024,winter
2546,1299588790941.1594,0.0,0.0,325024511.51745105,891144336285.9222,242393691.52115464,4658022623047.963,8275333.326025701,250761057.07952997,220438524875.024,5.029779854849321e+16,13780222622.247002,848047188940.093,6674265806451.594,19974193548.387096,66025806451.6129,1987-12-22,220442483210.005,winter
2547,1298804911101.0789,0.0,110221241605.0025,326510271.10055095,845722599012.2079,374247541.09521466,4658028682283.142,8275791.594278163,247444786.32356372,110221241605.0025,5.029778452910543e+16,13780218780.4091,853183410138.2485,6664833548387.087,19974193548.387096,66025806451.6129,1987-12-23,199370069487.49625,winter
2548,1298136663972.6323,0.0,99685034743.74812,324173815.9362142,727807507024.4719,7913815568.549744,4658027736939.857,8275972.3667142745,244213667.6522911,99685034743.74812,5.029777051295281e+16,13780214939.48094,1377220645161.2903,5181705290322.58,19974193548.387096,66025806451.6129,1987-12-24,187477485336.7456,winter
2549,1297530961290.9343,0.0,93738742668.3728,311075551.9250987,652777910723.7,525363058.0031987,4658033369301.892,8201563.864097166,241065843.08706284,93738742668.3728,5.029775649987743e+16,13780211099.439127,842340276497.6964,7162856774193.529,19974193548.387096,66025806451.6129,1987-12-25,159406550751.8265,winter
2550,1297038381354.8384,0.0,79703275375.91325,311773262.4540049,530532672248.41943,1116965252.076182,4658038450135.961,8201811.947804814,237999549.22935256,79703275375.91325,5.0297742489872424e+16,13780207260.240393,857178248847.9259,6813863225806.451,19974193548.387096,66025806451.6129,1987-12-26,149646371245.47903,winter
2551,1296594138658.0251,0.0,74823185622.73952,311055797.06487745,477010727475.904,54787446.04286654,4658044484836.986,8201940.3337875,235010314.0390783,74823185622.73952,5.029772848286063e+16,13780203421.882858,863455852534.5626,6753496774193.5625,19974193548.387096,66025806451.6129,1987-12-27,152237850665.72052,winter
2552,1296162137223.8252,0.0,76118925332.86026,305794632.0530186,465607143457.5545,1819737007.621998,4658048794943.226,8202158.4862573175,232093887.4359489,76118925332.86026,5.029771447876932e+16,13780199584.345379,854324792626.7286,7096830967741.916,19974193548.387096,66025806451.6129,1987-12-28,169895400126.17184,winter
2553,1295697907006.3496,0.0,84947700063.08592,308943555.90301543,499369658664.98846,593367947.3175485,4658054281622.285,8202279.898468521,229259364.31351483,84947700063.08592,5.029770047751649e+16,13780195747.608034,886854193548.3871,6598807741935.48,19974193548.387096,66025806451.6129,1987-12-29,181668086881.54663,winter
2554,1295182502183.8623,0.0,90834043440.77332,296560356.2418521,555300665211.4138,670760579.7028625,4658059483480.278,8202417.62597785,226647071.2571078,90834043440.77332,5.029768647887992e+16,13780191911.648354,892846451612.9033,6574283870967.743,19974193548.387096,66025806451.6129,1987-12-30,173436910459.5184,winter
2555,1294669800838.65,0.0,86718455229.7592,300462487.5779468,552190231195.87,536500180.00294805,4658064861525.795,8202564.75436224,223939634.40982375,86718455229.7592,5.0297672482954776e+16,13780188076.405458,902833548387.0968,6536554838709.677,19974193548.387096,66025806451.6129,1987-12-31,163976936834.75726,winter
2556,1294164056445.8088,0.0,81988468417.37863,297842552.6766783,544742950897.23267,570986330.2598207,4658070151243.451,8202801.399488683,221289981.87645772,81988468417.37863,5.029765848968335e+16,13780184241.905418,906828387096.7744,6527122580645.162,19974193548.387096,66025806451.6129,1988-01-01,133535168769.6482,winter
2557,1293737889607.171,0.0,66767584384.8241,293860751.4642849,463766997891.0023,5962678168.628633,4658070386933.641,8129788.967738841,218702296.07330132,66767584384.8241,5.029764449893044e+16,13780180408.132425,910252534562.2126,6517690322580.644,19974193548.387096,66025806451.6129,1988-01-02,102547905609.71364,winter
2558,1293618604456.3567,0.0,0.0,289663212.1264767,373129158233.5204,248321864261.5032,4657847143680.435,8129887.558202862,216175714.88155597,102547905609.71364,5.029763051070804e+16,13780176575.049435,907399078341.0144,6587489032258.079,19974193548.387096,66025806451.6129,1988-01-03,126651058943.07404,winter
2559,1332420155177.869,42483161099214.88,0.0,289598067.6440422,484007632954.1154,119539367261.14868,4618601028973.371,8129653.942036328,213706871.88205558,126651058943.07404,5.029761652495808e+16,13780172742.659737,989499354838.7096,5991715907834.102,20529032258.064514,65470967741.935486,1988-01-04,183584281500.04297,winter
2560,2427874889101.2607,1189530315797291.2,91792140750.02148,272140660.5138525,740382975360.6677,218884148677.7623,3522465818774.695,8129761.39821884,211292552.7569091,91792140750.02148,5.0297602541626376e+16,13780168910.94742,1758402764976.958,4557682949308.757,36064516129.03226,49935483870.96774,1988-01-05,233108169892.99512,winter
2561,2494353979677.446,0.0,116554084946.49756,1271037022.3090777,1029324215451.9442,0.0,3455037605516.388,329555335.203842,208932173.71634945,116554084946.49756,5.029759015312148e+16,13780165079.897638,1760978801843.3186,4563389861751.153,36064516129.03226,49935483870.96774,1988-01-06,176678151377.34854,winter
2562,2494121775743.4243,0.0,88339075688.67427,1301002752.4972718,848846325818.309,0.0,3454486503432.777,323334013.40644574,206667463.87048784,88339075688.67427,5.0297577790629096e+16,13780161685.786707,1761751612903.2258,4560108387096.774,36064516129.03226,49935483870.96774,1988-01-07,177375156119.88208,winter
2563,2493740764817.878,0.0,88687578059.94104,1296237804.453927,905913593607.1223,0.0,3454031676358.78,323293553.3494563,204542440.8247613,88687578059.94104,5.029756542545972e+16,13780158298.802492,1759948387096.774,4565815299539.17,36064516129.03226,49935483870.96774,1988-01-08,170798825842.09622,winter
2564,2493367208642.5737,0.0,85399412921.04811,1291134629.2383857,930967417314.3009,0.0,3453546345021.038,323263652.79885924,202459491.96457028,85399412921.04811,5.029755305724361e+16,13780154911.084856,1759433179723.5027,4571522211981.565,36064516129.03226,49935483870.96774,1988-01-09,121975565176.28352,winter
2565,2493207978777.842,0.0,60987782588.14176,1286088737.0118608,712775344384.5355,0.0,3453047619693.696,323230616.7850224,200418537.6731744,60987782588.14176,5.0297540685992904e+16,13780151522.532495,1759175576036.8655,4577229124423.967,36064516129.03226,49935483870.96774,1988-01-10,86880465484.26466,winter
2566,2493084557114.3647,0.0,43440232742.13233,1281352953.7400217,547189697954.20245,0.0,3452665568171.1167,323194176.1390152,198419501.5194942,43440232742.13233,5.029752831197239e+16,13780148133.14874,1756213133640.554,4591924423963.136,36064516129.03226,49935483870.96774,1988-01-11,116009788402.51904,winter
2567,2492646887906.946,0.0,58004894201.25952,1277115133.553122,792300869889.7516,0.0,3452372070433.895,323164913.1198858,196459971.6766638,58004894201.25952,5.029751593564773e+16,13780144743.006136,1757758755760.3682,4579654562211.983,36064516129.03226,49935483870.96774,1988-01-12,139584051129.9305,winter
2568,2492250695803.0435,0.0,69792025564.96526,1272375803.909675,889612248550.5077,0.0,3451947523317.809,323144949.2956034,194537630.69464275,69792025564.96526,5.0297503556489496e+16,13780141352.232256,1754796313364.057,4594349861751.153,36064516129.03226,49935483870.96774,1988-01-13,153227996893.83533,winter
2569,2491882850007.15,0.0,76613998446.91766,1252011163.770462,915407783891.5146,0.0,3451470964094.447,323115825.7983319,192652544.06859046,76613998446.91766,5.0297491158825976e+16,13780137960.682055,1756341935483.871,4582080000000.0,36064516129.03226,49935483870.96774,1988-01-14,155434408202.34116,winter
2570,1609331046416.743,-957490299890713.4,77717204101.17058,1260736036.6983051,873857686302.2384,0.0,4333220644600.542,323082582.932925,190804774.72767684,77717204101.17058,5.029747751096922e+16,13780134564.061913,1131787741935.483,5839219281105.99,23303225806.45161,62696774193.54839,1988-01-15,159295535383.57077,winter
2571,2490533805012.6543,957758621733283.8,79647767691.78539,233493275.73952964,845426922174.0463,3781085506.0158763,3451240413172.592,7628979.425608507,188992129.1093908,79647767691.78539,5.029746354947524e+16,13780130824.923073,1758273963133.6414,4566528663594.469,36064516129.03226,49935483870.96774,1988-01-16,139486385794.1619,winter
2572,2491063549503.831,0.0,69743192897.08095,1245710127.0635264,701315849520.9806,0.0,3450063461146.4014,323080385.43280804,187212504.3222652,69743192897.08095,5.029745115092625e+16,13780126999.85623,1760978801843.317,4563247188940.091,36064516129.03226,49935483870.96774,1988-01-17,121528974918.72575,winter
2573,2490903299491.6416,0.0,60764487459.36288,1239832203.0671794,580604551637.6105,0.0,3449687654766.046,322984808.549576,185467190.78893444,60764487459.36288,5.029743874815246e+16,13780123602.993492,1763941244239.6318,4541988940092.168,36064516129.03226,49935483870.96774,1988-01-18,153247862801.82605,winter
2574,2490571127600.512,0.0,76623931400.91302,1240162809.0939424,697245024053.8381,0.0,3449376399800.2856,322959621.6632911,183754137.87419114,76623931400.91302,5.029742634740055e+16,13780120204.973278,1765873271889.4004,4556684239631.338,36064516129.03226,49935483870.96774,1988-01-19,202892988934.58432,winter
2575,2490132125719.046,0.0,101446494467.29216,1230926367.292998,881063421808.8667,0.0,3449002805117.996,322939829.7996303,182071375.73435056,101446494467.29216,5.029741393907857e+16,13780116807.507002,1767367373271.89,4544414377880.186,36064516129.03226,49935483870.96774,1988-01-20,217054790143.6228,winter
2576,2489772657847.658,0.0,108527395071.8114,1219393709.3236382,901451926994.5641,0.0,3448530974124.2456,322920337.6808013,180419153.482187,108527395071.8114,5.0297401520860056e+16,13780113407.966732,1767161290322.5806,4568098064516.129,36064516129.03226,49935483870.96774,1988-01-21,233734311448.94208,winter
2577,2489397696404.1743,0.0,116867155724.47104,1202259489.3765774,930173755653.5222,0.0,3448048284409.856,322890710.2937756,178797711.3007633,116867155724.47104,5.0297389087102536e+16,13780110005.715084,1779526267281.1042,4533927926267.282,36064516129.03226,49935483870.96774,1988-01-22,252806891953.64505,winter
2578,2489005335355.725,0.0,126403445976.82253,1206329184.3598285,965721806150.7448,0.0,3447550291238.1685,322860879.49901444,176301979.28537863,126403445976.82253,5.0297376659884024e+16,13780106599.206175,1789830414746.5427,4481781013824.886,36064516129.03226,49935483870.96774,1988-01-23,206545171169.67593,winter
2579,2488822752619.529,0.0,103272585584.83797,1181859906.8796937,758567224457.9813,0.0,3447033293115.264,322830549.0319776,173873953.5732144,103272585584.83797,5.0297364210597336e+16,13780103194.488775,1797300921658.9846,4474576036866.359,36064516129.03226,49935483870.96774,1988-01-24,152925064920.21878,winter
2580,2488729841782.122,0.0,76462532460.10939,1176536348.694974,540814702160.95026,0.0,3446627064841.57,322796576.41518706,171511895.5114555,76462532460.10939,5.0297351758318584e+16,13780099783.7253,1789675852534.564,4602196866359.445,36064516129.03226,49935483870.96774,1988-01-25,276553968707.1785,winter
2581,2488150314768.0693,0.0,138276984353.58926,1170520984.7457535,943081500754.1083,0.0,3446337265886.001,322774117.6364015,169215166.89544508,138276984353.58926,5.029733930230214e+16,13780096372.142078,1811984331797.235,4460166082949.308,36064516129.03226,49935483870.96774,1988-01-26,316815630902.85754,winter
2582,2487633097511.771,0.0,158407815451.42877,1172292973.5716622,1108981663249.0276,0.0,3445832499137.1416,322765627.1675475,166977200.70870578,158407815451.42877,5.0297326850290584e+16,13780092959.534836,1820227649769.5864,4443972718894.009,36064516129.03226,49935483870.96774,1988-01-27,274267175318.04288,winter
2583,2487317592484.726,0.0,137133587659.02144,1164675961.2357967,986191967383.9564,0.0,3445239071902.734,322743369.62953216,164797657.5131659,137133587659.02144,5.02973143928227e+16,13780089548.024818,1828470967741.9355,4436767741935.483,36064516129.03226,49935483870.96774,1988-01-28,257466545488.92703,winter
2584,2486968131095.587,0.0,128733272744.46352,1162694152.9673996,951778005065.5454,0.0,3444711294056.8745,322711250.34908617,162675247.1733182,128733272744.46352,5.029730193546672e+16,13780086135.019918,1844648479262.672,4339678894009.217,36064516129.03226,49935483870.96774,1988-01-29,308395711504.4608,winter
2585,2486396737044.616,0.0,154197855752.2304,1159420535.8439152,1172974116205.9421,0.0,3444201935317.4253,322699358.9024866,160606833.58082142,154197855752.2304,5.0297289476897064e+16,13780082722.04568,1844957603686.636,4377415852534.564,36064516129.03226,49935483870.96774,1988-01-30,247430827883.71265,winter
2586,2486131281687.2134,0.0,123715413941.85632,1148203059.9271,969013227614.7004,0.0,3443574379788.381,322702592.9735045,158589438.15825528,123715413941.85632,5.029727700913396e+16,13780079308.738922,1868966267281.1045,4316280552995.394,36064516129.03226,49935483870.96774,1988-01-31,173753830850.46658,winter
2587,2486003151182.226,0.0,86876915425.23329,1133022816.0890849,701361349575.6339,0.0,3443055832570.353,322713238.2323432,156623026.49532652,86876915425.23329,5.0297264528171096e+16,13780075892.913414,1898333087557.6035,4273122027649.77,36064516129.03226,49935483870.96774,1988-02-01,214976283246.8355,winter
2588,2485553562095.034,0.0,107488141623.41776,1124447120.0247397,895280331780.7085,0.0,3442680345773.079,322764478.4010339,154704803.75935265,107488141623.41776,5.029725204060542e+16,13780072473.471533,1888750230414.748,4310858986175.114,36064516129.03226,49935483870.96774,1988-02-02,260837433079.15128,winter
2589,2484999229523.3296,0.0,130418716539.57564,1122801316.8093083,1121722580050.706,0.0,3442201274019.6274,322849287.27978456,152832110.45698532,130418716539.57564,5.029723955335486e+16,13780069052.220665,1896478341013.8252,4312642396313.3633,36064516129.03226,49935483870.96774,1988-02-03,243147951175.91745,winter
2590,2484603486983.342,0.0,121573975587.95872,1114494424.1030276,1080899070985.3473,0.0,3441601221675.627,322958779.8690898,151006009.1144785,121573975587.95872,5.0297227059736424e+16,13780065631.056128,1917189677419.3547,4287460645161.2905,36064516129.03226,49935483870.96774,1988-02-04,223956170976.70273,winter
2591,2484232404974.652,0.0,111978085488.35136,1111076423.0426836,1030389811054.6776,0.0,3441023006550.7207,323120768.05476886,149221295.44553357,111978085488.35136,5.029721456465011e+16,13780062208.146967,1924917788018.4329,4289244055299.54,36064516129.03226,49935483870.96774,1988-02-05,210569447529.2502,winter
2592,2483858728909.6963,0.0,105284723764.6251,1099979768.4436202,1003914482005.4071,0.0,3440471791825.2163,323323647.0491493,147566212.61414832,105284723764.6251,5.029720206032853e+16,13780058784.835648,2006217511520.7363,4243089400921.6606,36064516129.03226,49935483870.96774,1988-02-06,198662742975.4784,winter
2593,2483490361899.316,0.0,99331371487.7392,1093782202.2127097,982772859355.938,0.0,3439934748795.912,323558756.8981112,145945741.74077845,99331371487.7392,5.029718955166838e+16,13780055358.994118,2030998986175.116,4236883133640.552,36064516129.03226,49935483870.96774,1988-02-07,158723481972.97525,winter
2594,2559179260992.974,83076071745626.34,79361740986.48763,1087679034.1330237,815891247356.5658,0.0,3363497466852.0845,323796649.5218942,144362191.6149743,79361740986.48763,5.029717595105091e+16,13780051931.963942,2079418175115.2087,4154239115207.371,37174193548.38709,48825806451.61291,1988-02-08,190311989144.80444,winter
2595,2482329175433.242,-83025514787477.03,95155994572.40222,122403797.56033154,1017936293622.4283,529204347141.5417,3439412315916.036,6884211.9421840655,142816068.97450888,95155994572.40222,5.029716203507084e+16,13780048205.767374,2549246082949.309,3529725345622.1206,36064516129.03226,49935483870.96774,1988-02-09,220417627218.17593,winter
2596,2482184281304.085,0.0,110208813609.08797,1070322647.7785352,1222451491756.8928,0.0,3438431424861.6367,324402474.5425649,141311228.6525082,110208813609.08797,5.029714950844034e+16,13780044393.170094,2562126267281.1045,3547559447004.6064,36064516129.03226,49935483870.96774,1988-02-10,223036721707.99457,winter
2597,2481655120737.339,0.0,111518360853.99728,1065768218.9025851,1284505468479.7683,0.0,3437777737263.826,324749370.84257734,139854698.14781657,111518360853.99728,5.0297136979062264e+16,13780040961.21653,2048464516129.032,4246014193548.387,36064516129.03226,49935483870.96774,1988-02-11,190715861709.77225,winter
2598,2481290147077.9194,0.0,95357930854.88612,1058303228.5888942,1142094875450.9,0.0,3437090907665.93,325214044.12733793,138452391.29773012,95357930854.88612,5.0297124444089624e+16,13780037528.51021,2587886635944.7017,3583227649769.5874,36064516129.03226,49935483870.96774,1988-02-12,202239952649.2892,winter
2599,2480739349852.784,0.0,101119976324.6446,1050268199.9125365,1261419721292.364,0.0,3436480179807.5933,325730099.9938501,137113267.53507784,101119976324.6446,5.029711190294056e+16,13780034094.27113,2116471889400.922,4217622304147.467,36064516129.03226,49935483870.96774,1988-02-13,130273274611.2201,winter
2600,2480632853200.418,0.0,65136637305.61005,1045994319.976938,847712773096.4421,0.0,3435805722394.7563,326223926.8477121,135831416.75414923,65136637305.61005,5.029709935929674e+16,13780030658.339882,2128836866359.4463,4215410875576.039,36064516129.03226,49935483870.96774,1988-02-14,94071352868.40948,winter
2601,2480496492917.4766,0.0,47035676434.20474,1040509073.9529839,639948615250.6835,0.0,3435352251148.4023,326636746.8842508,134600374.24360427,47035676434.20474,5.029708681181495e+16,13780027221.725134,2626527188940.091,3636729953917.049,36064516129.03226,49935483870.96774,1988-02-15,123554471285.82793,winter
2602,2480027881635.3286,0.0,61777235642.91396,1037669562.1740452,880504369362.0392,0.0,3435009770360.572,326994411.2284552,133370266.32352722,61777235642.91396,5.029707426308487e+16,13780023784.058891,2167992626728.1104,4202998341013.823,36064516129.03226,49935483870.96774,1988-02-16,140408406728.54825,winter
2603,2479531428513.751,0.0,70204203364.27412,1034987264.2447215,1050466152655.0159,0.0,3434538813562.436,327300882.8058402,132220457.75587195,70204203364.27412,5.0297061713132216e+16,13780020346.05065,2162325345622.1216,4210774009216.589,36064516129.03226,49935483870.96774,1988-02-17,132977990097.47806,winter
2604,2479128898616.512,0.0,66488995048.73903,1034057993.3260205,1047050893731.7428,0.0,3433977085456.917,327544590.6100941,131069212.33744955,66488995048.73903,5.029704916364868e+16,13780016907.707457,2178296774193.5488,4206565161290.322,36064516129.03226,49935483870.96774,1988-02-18,127240373537.22833,winter
2605,2478715043567.8,0.0,63620186768.61417,1033096507.5559362,1057383071762.9979,0.0,3433417187925.2764,327691407.492814,129917266.23351495,63620186768.61417,5.029703661450586e+16,13780013469.49279,2178296774193.5488,4179932903225.808,36064516129.03226,49935483870.96774,1988-02-19,121384331481.3118,winter
2606,2478297042776.0806,0.0,60692165740.6559,1032775842.751955,1067897472015.8953,0.0,3432851785543.4062,327905286.48324287,130519946.73325226,60692165740.6559,5.029702406465701e+16,13780010031.37147,2228787096774.1934,4125336774193.547,36064516129.03226,49935483870.96774,1988-02-20,89348449837.22859,winter
2607,2478098837509.065,0.0,44674224918.614296,1027929744.4757214,835059976233.2323,0.0,3432280772853.13,328112714.24291784,131105261.32262917,44674224918.614296,5.029701150958761e+16,13780006593.056717,2178296774193.5488,4126668387096.7744,36064516129.03226,49935483870.96774,1988-02-21,61949355558.4193,winter
2608,2477976339803.896,0.0,30974677779.20965,1026339129.4589205,617545172103.4852,0.0,3431834127774.4937,328295230.42798585,131750567.69333439,30974677779.20965,5.029699895246825e+16,13780003153.311674,2192722580645.161,4088051612903.228,36064516129.03226,49935483870.96774,1988-02-22,82567433739.26883,winter
2609,2477494591701.6885,0.0,41283716869.634415,1025739610.5817926,881832923567.7734,0.0,3431503666869.3115,328524824.9727901,132385020.36761887,41283716869.634415,5.0296986394347944e+16,13779999713.005001,2172526451612.9036,4045439999999.998,36064516129.03226,49935483870.96774,1988-02-23,102659950175.0281,winter
2610,2476976986217.9326,0.0,51329975087.51405,1024926907.9867643,1074297848970.3591,0.0,3431032070541.9214,328710647.6952886,133008444.91441454,51329975087.51405,5.0296973834980776e+16,13779996272.424093,2139347096774.1936,4054761290322.58,36064516129.03226,49935483870.96774,1988-02-24,105874767343.45604,winter
2611,2476551411888.4404,0.0,52937383671.72802,1024576554.5047145,1086007840292.1863,0.0,3430457700078.1133,328859064.0835875,133630213.08343895,52937383671.72802,5.029696127479334e+16,13779992831.501583,2114823225806.452,4047437419354.837,36064516129.03226,49935483870.96774,1988-02-25,114960555076.6412,winter
2612,2476067421654.5386,0.0,57480277538.3206,1019666487.7870106,1156349934476.0332,0.0,3429877092136.401,329015291.86332476,134032348.42333095,57480277538.3206,5.029694870945338e+16,13779989390.354342,2085971612903.2256,4110023225806.448,36064516129.03226,49935483870.96774,1988-02-26,116599162094.4769,winter
2613,2475626400550.129,0.0,58299581047.23845,1014605881.434388,1150495879714.7615,0.0,3429258941308.7144,329138674.78971887,134351923.5013232,58299581047.23845,5.029693613886006e+16,13779985947.795444,2060005161290.3225,4144645161290.3223,36064516129.03226,49935483870.96774,1988-02-27,100075822760.84596,winter
2614,2475349164866.555,0.0,50037911380.42298,1011895933.3882333,969018304680.3079,0.0,3428643936710.966,329229734.8894011,134664535.33875108,50037911380.42298,5.0296923565338696e+16,13779982503.797277,2039087741935.484,4095375483870.966,36064516129.03226,49935483870.96774,1988-02-28,74095128487.01369,winter
2615,2475218446010.336,0.0,37047564243.50684,1007913354.1307466,704339351647.4337,0.0,3428125858626.432,329312687.70229965,135158882.8183345,37047564243.50684,5.02969109874268e+16,13779979058.996902,2015285161290.3225,4088051612903.228,36064516129.03226,49935483870.96774,1988-02-29,104781069865.58096,winter
2616,2474694531291.06,0.0,52390534932.79048,1003483084.5505885,978206010345.5768,0.0,3427749147861.5938,329415262.1229902,135471814.0484145,52390534932.79048,5.029689840487772e+16,13779975612.993645,2369438709677.419,3280761290322.58,36064516129.03226,49935483870.96774,1988-03-01,130468560591.77167,winter
2617,2474116203020.554,0.0,65234280295.88583,1000537071.0476505,1196417024803.2896,0.0,3427226212884.2563,329507561.7530631,135786573.2503641,65234280295.88583,5.029688581916361e+16,13779972165.719923,1983548387096.7744,4017476129032.256,36064516129.03226,49935483870.96774,1988-03-02,137990486424.7066,winter
2618,2473611294760.977,0.0,68995243212.3533,996741237.0503772,1243314071988.5566,0.0,3426586774221.644,329548614.40237796,136100740.65906286,68995243212.3533,5.0296873229384e+16,13779968717.579071,1969122580645.1611,3954224516129.0337,36064516129.03226,49935483870.96774,1988-03-03,137390890737.9747,winter
2619,2473155914688.5083,0.0,68695445368.98735,992760425.0936313,1216709436049.3005,0.0,3425922317935.4634,329565478.19923353,136589386.76196015,68695445368.98735,5.029686063515525e+16,13779965268.324385,1970565161290.3225,3918936774193.548,36064516129.03226,49935483870.96774,1988-03-04,137824512872.90018,winter
2620,2472701703425.802,0.0,68912256436.45009,988828381.7302276,1200008613672.044,0.0,3425272092767.7104,329547176.10888946,136865560.51687923,68912256436.45009,5.029684803670343e+16,13779961817.850754,1970787096774.196,3904954838709.6777,36064516129.03226,49935483870.96774,1988-03-05,115672991383.01552,winter
2621,2472431269302.1064,0.0,57836495691.50776,987123804.6033425,990469927452.569,0.0,3424630806889.545,329555309.46119404,137812377.36557576,57836495691.50776,5.029683543561181e+16,13779958366.220118,1972451612903.226,3890972903225.807,36064516129.03226,49935483870.96774,1988-03-06,91687426696.78366,winter
