,PGRNNe,Time
2186,56.82409,1987-04-06
2187,56.51101,1987-04-07
2188,56.295918,1987-04-08
2189,56.18754,1987-04-09
2190,56.23563,1987-04-10
2191,56.076534,1987-04-11
2192,55.793354,1987-04-12
2193,55.704823,1987-04-13
2194,55.409523,1987-04-14
2195,54.889645,1987-04-15
2196,54.260735,1987-04-16
2197,53.612267,1987-04-17
2198,50.642498,1987-04-18
2199,49.198124,1987-04-19
2200,48.527905,1987-04-20
2201,46.556625,1987-04-21
2202,44.72712,1987-04-22
2203,43.021664,1987-04-23
2204,41.62521,1987-04-24
2205,41.272762,1987-04-25
2206,40.13876,1987-04-26
2207,39.106068,1987-04-27
2208,37.790596,1987-04-28
2209,36.7984,1987-04-29
2210,35.90014,1987-04-30
2211,34.844334,1987-05-01
2212,33.946453,1987-05-02
2213,33.389416,1987-05-03
2214,32.82384,1987-05-04
2215,32.509865,1987-05-05
2216,32.568214,1987-05-06
2217,32.63365,1987-05-07
2218,31.913567,1987-05-08
2219,30.996162,1987-05-09
2220,30.672478,1987-05-10
2221,30.208158,1987-05-11
2222,30.30803,1987-05-12
2223,29.746914,1987-05-13
2224,29.101452,1987-05-14
2225,29.071636,1987-05-15
2226,28.515957,1987-05-16
2227,28.112202,1987-05-17
2228,28.009579,1987-05-18
2229,27.777252,1987-05-19
2230,27.630806,1987-05-20
2231,27.481298,1987-05-21
2232,27.204498,1987-05-22
2233,26.68291,1987-05-23
2234,26.379797,1987-05-24
2235,26.249933,1987-05-25
2236,25.905613,1987-05-26
2237,25.673178,1987-05-27
2238,25.525578,1987-05-28
2239,25.321453,1987-05-29
2240,24.732336,1987-05-30
2241,24.552387,1987-05-31
2242,24.062958,1987-06-01
2243,23.539286,1987-06-02
2244,23.404459,1987-06-03
2245,23.329649,1987-06-04
2246,22.796228,1987-06-05
2247,22.31005,1987-06-06
2248,22.553354,1987-06-07
2249,21.804758,1987-06-08
2250,21.138893,1987-06-09
2251,20.480179,1987-06-10
2252,20.246859,1987-06-11
2253,19.999466,1987-06-12
2254,19.75503,1987-06-13
2255,19.535765,1987-06-14
2256,19.22424,1987-06-15
2257,18.692831,1987-06-16
2258,18.435385,1987-06-17
2259,18.203487,1987-06-18
2260,18.60566,1987-06-19
2261,19.072176,1987-06-20
2262,18.74291,1987-06-21
2263,18.351646,1987-06-22
2264,18.147657,1987-06-23
2265,17.662445,1987-06-24
2266,17.162971,1987-06-25
2267,17.153238,1987-06-26
2268,16.597963,1987-06-27
2269,16.154388,1987-06-28
2270,15.711534,1987-06-29
2271,14.931923,1987-06-30
2272,13.842961,1987-07-01
2273,13.120712,1987-07-02
2274,12.424038,1987-07-03
2275,11.809653,1987-07-04
2276,11.3125925,1987-07-05
2277,10.892036,1987-07-06
2278,10.623392,1987-07-07
2279,10.479292,1987-07-08
2280,10.182909,1987-07-09
2281,9.963369,1987-07-10
2282,9.832294,1987-07-11
2283,9.7565565,1987-07-12
2284,9.708182,1987-07-13
2285,9.644102,1987-07-14
2286,9.722526,1987-07-15
2287,9.6803875,1987-07-16
2288,9.91008,1987-07-17
2289,9.850724,1987-07-18
2290,9.558836,1987-07-19
2291,9.926239,1987-07-20
2292,10.065623,1987-07-21
2293,9.977041,1987-07-22
2294,9.954473,1987-07-23
2295,9.623748,1987-07-24
2296,9.406823,1987-07-25
2297,9.188436,1987-07-26
2298,9.224388,1987-07-27
2299,9.096901,1987-07-28
2300,8.961307,1987-07-29
2301,9.044748,1987-07-30
2302,8.735098,1987-07-31
2303,8.802479,1987-08-01
2304,8.721551,1987-08-02
2305,8.634063,1987-08-03
2306,8.653633,1987-08-04
2307,8.511598,1987-08-05
2308,8.534647,1987-08-06
2309,8.796993,1987-08-07
2310,8.802777,1987-08-08
2311,9.209093,1987-08-09
2312,9.179684,1987-08-10
2313,9.097575,1987-08-11
2314,9.155507,1987-08-12
2315,9.104207,1987-08-13
2316,9.252237,1987-08-14
2317,9.234896,1987-08-15
2318,9.0404415,1987-08-16
2319,9.137146,1987-08-17
2320,8.962693,1987-08-18
2321,8.734323,1987-08-19
2322,8.644271,1987-08-20
2323,8.65308,1987-08-21
2324,8.718335,1987-08-22
2325,9.0575285,1987-08-23
2326,9.136491,1987-08-24
2327,8.628286,1987-08-25
2328,8.613538,1987-08-26
2329,8.931279,1987-08-27
2330,8.828606,1987-08-28
2331,8.74421,1987-08-29
2332,8.69434,1987-08-30
2333,8.578898,1987-08-31
2334,8.40983,1987-09-01
2335,8.197203,1987-09-02
2336,8.1238785,1987-09-03
2337,8.034396,1987-09-04
2338,8.014038,1987-09-05
2339,7.949653,1987-09-06
2340,7.962835,1987-09-07
2341,8.034583,1987-09-08
2342,8.048304,1987-09-09
2343,8.053477,1987-09-10
2344,8.05066,1987-09-11
2345,8.153004,1987-09-12
2346,8.273408,1987-09-13
2347,8.2928705,1987-09-14
2348,8.221773,1987-09-15
2349,8.139259,1987-09-16
2350,8.053063,1987-09-17
2351,8.004892,1987-09-18
2352,8.04362,1987-09-19
2353,8.130895,1987-09-20
2354,8.168392,1987-09-21
2355,8.148605,1987-09-22
2356,7.9438596,1987-09-23
2357,7.758395,1987-09-24
2358,7.627766,1987-09-25
2359,7.69427,1987-09-26
2360,7.843066,1987-09-27
2361,8.028381,1987-09-28
2362,8.271262,1987-09-29
2363,8.418783,1987-09-30
2364,8.550904,1987-10-01
2365,8.659515,1987-10-02
2366,8.855017,1987-10-03
2367,9.140872,1987-10-04
2368,9.482058,1987-10-05
2369,10.095106,1987-10-06
2370,10.460103,1987-10-07
2371,11.408219,1987-10-08
2372,11.34064,1987-10-09
2373,11.559204,1987-10-10
2374,11.736838,1987-10-11
2375,11.809137,1987-10-12
2376,12.129259,1987-10-13
2377,12.416427,1987-10-14
2378,12.760604,1987-10-15
2379,13.174565,1987-10-16
2380,13.355998,1987-10-17
2381,13.52827,1987-10-18
2382,13.7608385,1987-10-19
2383,13.943857,1987-10-20
2384,14.231402,1987-10-21
2385,14.515579,1987-10-22
2386,14.861984,1987-10-23
2387,15.161716,1987-10-24
2388,15.533821,1987-10-25
2389,15.839482,1987-10-26
2390,16.157772,1987-10-27
2391,16.506796,1987-10-28
2392,16.739227,1987-10-29
2393,17.031467,1987-10-30
2394,17.409472,1987-10-31
2395,17.780687,1987-11-01
2396,18.073963,1987-11-02
2397,18.493324,1987-11-03
2398,18.874954,1987-11-04
2399,18.94436,1987-11-05
2400,19.098675,1987-11-06
2401,19.348127,1987-11-07
2402,19.660563,1987-11-08
2403,20.093735,1987-11-09
2404,20.357014,1987-11-10
2405,20.536161,1987-11-11
2406,21.366734,1987-11-12
2407,22.678299,1987-11-13
2408,22.504473,1987-11-14
2409,22.488762,1987-11-15
2410,22.87373,1987-11-16
2411,22.762825,1987-11-17
2412,22.730822,1987-11-18
2413,22.950237,1987-11-19
2414,23.24501,1987-11-20
2415,23.595896,1987-11-21
2416,24.25081,1987-11-22
2417,24.622644,1987-11-23
2418,25.130497,1987-11-24
2419,25.20188,1987-11-25
2420,25.491045,1987-11-26
2421,26.031572,1987-11-27
2422,26.332008,1987-11-28
2423,27.228617,1987-11-29
2424,28.641289,1987-11-30
2425,29.14612,1987-12-01
2426,29.186174,1987-12-02
2427,29.164644,1987-12-03
2428,29.127745,1987-12-04
2429,29.292961,1987-12-05
2430,29.596382,1987-12-06
2431,29.59263,1987-12-07
2432,31.132553,1987-12-08
2433,31.736696,1987-12-09
2434,32.197205,1987-12-10
2435,32.485485,1987-12-11
2436,32.83488,1987-12-12
2437,33.314217,1987-12-13
2438,33.772,1987-12-14
2439,34.074253,1987-12-15
2440,34.58807,1987-12-16
2441,35.064266,1987-12-17
2442,35.44164,1987-12-18
2443,35.784897,1987-12-19
2444,36.088593,1987-12-20
2445,36.44486,1987-12-21
2446,36.945805,1987-12-22
2447,37.600643,1987-12-23
2448,38.456944,1987-12-24
2449,39.018818,1987-12-25
2450,39.772358,1987-12-26
2451,40.51848,1987-12-27
2452,41.139423,1987-12-28
2453,41.815002,1987-12-29
2454,42.336628,1987-12-30
2455,42.881805,1987-12-31
2456,43.387207,1988-01-01
2457,44.516396,1988-01-02
2458,45.22082,1988-01-03
2459,46.325504,1988-01-04
2460,47.599895,1988-01-05
2461,48.199005,1988-01-06
2462,48.65734,1988-01-07
2463,49.002647,1988-01-08
2464,49.263016,1988-01-09
2465,49.649162,1988-01-10
2466,49.927128,1988-01-11
2467,50.454712,1988-01-12
2468,50.869263,1988-01-13
2469,51.130756,1988-01-14
2470,50.581757,1988-01-15
2471,51.288128,1988-01-16
2472,51.679028,1988-01-17
2473,52.04521,1988-01-18
2474,52.359097,1988-01-19
2475,52.622456,1988-01-20
2476,52.90154,1988-01-21
2477,53.240585,1988-01-22
2478,53.570984,1988-01-23
2479,53.843567,1988-01-24
2480,54.1197,1988-01-25
2481,54.60729,1988-01-26
2482,54.69785,1988-01-27
2483,54.6715,1988-01-28
2484,54.80704,1988-01-29
2485,55.14495,1988-01-30
2486,55.261707,1988-01-31
2487,55.277306,1988-02-01
2488,55.70168,1988-02-02
2489,55.81744,1988-02-03
2490,55.619286,1988-02-04
2491,55.924206,1988-02-05
2492,55.77633,1988-02-06
2493,55.79941,1988-02-07
2494,56.054573,1988-02-08
2495,56.088783,1988-02-09
2496,56.15976,1988-02-10
2497,56.385193,1988-02-11
2498,56.234142,1988-02-12
2499,56.285564,1988-02-13
2500,56.16547,1988-02-14
2501,55.97845,1988-02-15
2502,55.662914,1988-02-16
2503,55.462914,1988-02-17
2504,55.297466,1988-02-18
2505,54.91831,1988-02-19
2506,55.174603,1988-02-20
2507,55.239567,1988-02-21
2508,55.23369,1988-02-22
2509,55.088074,1988-02-23
2510,54.730774,1988-02-24
2511,54.59767,1988-02-25
2512,54.579605,1988-02-26
2513,55.363907,1988-02-27
2514,55.49916,1988-02-28
2515,55.570236,1988-02-29
2516,55.77024,1988-03-01
2517,55.635067,1988-03-02
2518,55.384132,1988-03-03
2519,55.079056,1988-03-04
2520,54.928116,1988-03-05
2521,54.98832,1988-03-06
2522,55.03003,1988-03-07
2523,55.104286,1988-03-08
2524,55.11487,1988-03-09
2525,54.976257,1988-03-10
2526,54.717495,1988-03-11
2527,54.582634,1988-03-12
2528,54.678276,1988-03-13
2529,54.668,1988-03-14
2530,54.49042,1988-03-15
2531,54.62963,1988-03-16
2532,54.832165,1988-03-17
2533,54.63554,1988-03-18
2534,54.58447,1988-03-19
2535,54.496624,1988-03-20
2536,54.27959,1988-03-21
2537,53.881664,1988-03-22
2538,53.530197,1988-03-23
2539,53.252773,1988-03-24
2540,53.27631,1988-03-25
2541,53.41026,1988-03-26
2542,53.44598,1988-03-27
2543,53.085804,1988-03-28
2544,52.649605,1988-03-29
2545,52.100227,1988-03-30
2546,52.02112,1988-03-31
2547,52.08872,1988-04-01
2548,52.11455,1988-04-02
2549,52.051636,1988-04-03
2550,51.95224,1988-04-04
2551,52.096363,1988-04-05
2552,51.923946,1988-04-06
2553,52.009895,1988-04-07
2554,52.006676,1988-04-08
2555,52.12089,1988-04-09
2556,52.11684,1988-04-10
2557,51.693153,1988-04-11
2558,51.109875,1988-04-12
2559,51.152428,1988-04-13
2560,50.996346,1988-04-14
2561,50.54814,1988-04-15
2562,48.48302,1988-04-16
2563,46.25706,1988-04-17
2564,44.303852,1988-04-18
2565,43.07403,1988-04-19
2566,42.481148,1988-04-20
2567,40.748817,1988-04-21
2568,39.251152,1988-04-22
2569,38.40136,1988-04-23
2570,37.558887,1988-04-24
2571,36.49941,1988-04-25
2572,35.602608,1988-04-26
2573,35.48415,1988-04-27
2574,35.04424,1988-04-28
2575,34.032944,1988-04-29
2576,33.690895,1988-04-30
2577,32.951736,1988-05-01
2578,32.656666,1988-05-02
2579,31.752565,1988-05-03
2580,31.155983,1988-05-04
2581,30.12074,1988-05-05
2582,29.31482,1988-05-06
2583,28.966183,1988-05-07
2584,28.71889,1988-05-08
2585,28.359716,1988-05-09
2586,27.668812,1988-05-10
2587,26.92645,1988-05-11
2588,26.02212,1988-05-12
2589,25.288956,1988-05-13
2590,24.665659,1988-05-14
2591,24.261787,1988-05-15
2592,23.703074,1988-05-16
2593,23.540543,1988-05-17
2594,23.325956,1988-05-18
2595,22.819252,1988-05-19
2596,22.607103,1988-05-20
2597,21.92179,1988-05-21
2598,21.351635,1988-05-22
2599,20.599716,1988-05-23
2600,19.755919,1988-05-24
2601,19.193827,1988-05-25
2602,18.723297,1988-05-26
2603,18.32062,1988-05-27
2604,17.895903,1988-05-28
2605,17.848894,1988-05-29
2606,17.754133,1988-05-30
2607,17.659113,1988-05-31
2608,17.37168,1988-06-01
2609,17.037916,1988-06-02
2610,16.596718,1988-06-03
2611,16.572538,1988-06-04
2612,16.28585,1988-06-05
2613,16.143908,1988-06-06
2614,15.923106,1988-06-07
2615,15.729472,1988-06-08
2616,15.511192,1988-06-09
2617,15.373615,1988-06-10
2618,15.255595,1988-06-11
2619,15.078449,1988-06-12
2620,14.816105,1988-06-13
2621,14.429237,1988-06-14
2622,14.176881,1988-06-15
2623,13.8778515,1988-06-16
2624,13.379525,1988-06-17
2625,12.953469,1988-06-18
2626,12.570619,1988-06-19
2627,12.29517,1988-06-20
2628,11.896004,1988-06-21
2629,11.4036255,1988-06-22
2630,11.002312,1988-06-23
2631,10.774094,1988-06-24
2632,10.584056,1988-06-25
2633,10.425652,1988-06-26
2634,10.316444,1988-06-27
2635,10.301055,1988-06-28
2636,10.214905,1988-06-29
2637,10.353027,1988-06-30
2638,10.432883,1988-07-01
2639,10.370723,1988-07-02
2640,10.198514,1988-07-03
2641,9.963375,1988-07-04
2642,9.817759,1988-07-05
2643,9.751477,1988-07-06
2644,9.359712,1988-07-07
2645,9.13282,1988-07-08
2646,8.942619,1988-07-09
2647,8.947981,1988-07-10
2648,8.840625,1988-07-11
2649,8.719651,1988-07-12
2650,8.537311,1988-07-13
2651,8.524862,1988-07-14
2652,8.592023,1988-07-15
2653,8.518277,1988-07-16
2654,8.5427065,1988-07-17
2655,8.597179,1988-07-18
2656,8.623698,1988-07-19
2657,8.579181,1988-07-20
2658,8.438734,1988-07-21
2659,8.371298,1988-07-22
2660,8.361458,1988-07-23
2661,8.594102,1988-07-24
2662,8.566046,1988-07-25
2663,8.561522,1988-07-26
2664,8.8289,1988-07-27
2665,8.742884,1988-07-28
2666,9.138293,1988-07-29
2667,9.055888,1988-07-30
2668,9.068737,1988-07-31
2669,9.244135,1988-08-01
2670,9.653835,1988-08-02
2671,9.680287,1988-08-03
2672,9.972646,1988-08-04
2673,9.802718,1988-08-05
2674,9.654517,1988-08-06
2675,9.457221,1988-08-07
2676,9.203604,1988-08-08
2677,8.943073,1988-08-09
2678,8.71237,1988-08-10
2679,8.518507,1988-08-11
2680,8.482334,1988-08-12
2681,8.286976,1988-08-13
2682,8.208902,1988-08-14
2683,8.204996,1988-08-15
2684,8.428637,1988-08-16
2685,8.361922,1988-08-17
2686,8.364201,1988-08-18
2687,8.489107,1988-08-19
2688,8.823382,1988-08-20
2689,8.725984,1988-08-21
2690,9.024517,1988-08-22
2691,9.000738,1988-08-23
2692,9.083707,1988-08-24
2693,9.188522,1988-08-25
2694,9.030173,1988-08-26
2695,8.877417,1988-08-27
2696,8.837503,1988-08-28
2697,8.71521,1988-08-29
2698,8.407856,1988-08-30
2699,8.292759,1988-08-31
2700,8.274639,1988-09-01
2701,8.222411,1988-09-02
2702,8.3658495,1988-09-03
2703,8.371542,1988-09-04
2704,8.242291,1988-09-05
2705,8.1040325,1988-09-06
2706,8.097101,1988-09-07
2707,8.021347,1988-09-08
2708,8.059537,1988-09-09
2709,8.017519,1988-09-10
2710,8.05799,1988-09-11
2711,8.068071,1988-09-12
2712,8.168587,1988-09-13
2713,8.233137,1988-09-14
2714,8.293203,1988-09-15
2715,8.685788,1988-09-16
2716,8.7759075,1988-09-17
2717,9.168591,1988-09-18
2718,9.252765,1988-09-19
2719,9.237672,1988-09-20
2720,9.070524,1988-09-21
2721,8.946317,1988-09-22
2722,9.051832,1988-09-23
2723,9.026135,1988-09-24
2724,9.172378,1988-09-25
2725,9.099184,1988-09-26
2726,9.0245905,1988-09-27
2727,9.260468,1988-09-28
2728,9.4180355,1988-09-29
2729,9.657449,1988-09-30
2730,9.839766,1988-10-01
2731,10.051094,1988-10-02
2732,10.210928,1988-10-03
2733,10.370397,1988-10-04
2734,10.660753,1988-10-05
2735,11.073821,1988-10-06
2736,11.804756,1988-10-07
2737,11.8820505,1988-10-08
2738,11.985106,1988-10-09
2739,11.781663,1988-10-10
2740,11.657247,1988-10-11
2741,11.556078,1988-10-12
2742,11.528833,1988-10-13
2743,11.561464,1988-10-14
2744,11.648271,1988-10-15
2745,11.778762,1988-10-16
2746,11.950491,1988-10-17
2747,12.075598,1988-10-18
2748,12.227172,1988-10-19
2749,12.281782,1988-10-20
2750,12.344903,1988-10-21
2751,12.554741,1988-10-22
2752,12.780288,1988-10-23
2753,12.974616,1988-10-24
2754,13.120241,1988-10-25
2755,13.311366,1988-10-26
2756,13.499997,1988-10-27
2757,13.638996,1988-10-28
2758,13.768223,1988-10-29
2759,14.336239,1988-10-30
2760,14.845167,1988-10-31
2761,14.937556,1988-11-01
2762,15.095987,1988-11-02
2763,16.141037,1988-11-03
2764,16.398664,1988-11-04
2765,16.470772,1988-11-05
2766,16.64359,1988-11-06
2767,16.933569,1988-11-07
2768,17.191742,1988-11-08
2769,17.496502,1988-11-09
2770,17.810434,1988-11-10
2771,18.189356,1988-11-11
2772,18.687096,1988-11-12
2773,19.172995,1988-11-13
2774,19.811012,1988-11-14
2775,20.229784,1988-11-15
2776,20.509048,1988-11-16
2777,20.653719,1988-11-17
2778,20.928345,1988-11-18
2779,21.158468,1988-11-19
2780,21.859161,1988-11-20
2781,22.406347,1988-11-21
2782,24.75634,1988-11-22
2783,24.752134,1988-11-23
2784,24.66568,1988-11-24
2785,24.412521,1988-11-25
2786,24.463682,1988-11-26
2787,24.733517,1988-11-27
2788,24.842352,1988-11-28
2789,25.16861,1988-11-29
2790,25.43512,1988-11-30
2791,25.637936,1988-12-01
2792,25.91381,1988-12-02
2793,26.062338,1988-12-03
2794,27.52954,1988-12-04
2795,28.444807,1988-12-05
2796,28.531717,1988-12-06
2797,28.53504,1988-12-07
2798,28.607054,1988-12-08
2799,28.696095,1988-12-09
2800,28.972443,1988-12-10
2801,29.110132,1988-12-11
2802,29.634975,1988-12-12
2803,30.963604,1988-12-13
2804,31.354052,1988-12-14
2805,31.903389,1988-12-15
2806,33.1739,1988-12-16
2807,33.502113,1988-12-17
2808,33.675552,1988-12-18
2809,33.931473,1988-12-19
2810,34.28196,1988-12-20
2811,34.74466,1988-12-21
2812,35.20949,1988-12-22
2813,37.378437,1988-12-23
2814,38.887047,1988-12-24
2815,39.969772,1988-12-25
2816,40.727055,1988-12-26
2817,41.575947,1988-12-27
2818,42.414703,1988-12-28
2819,43.11003,1988-12-29
2820,43.91115,1988-12-30
2821,44.695488,1988-12-31
2822,45.55344,1989-01-01
2823,45.371693,1989-01-02
2824,45.473045,1989-01-03
2825,46.716026,1989-01-04
2826,47.462418,1989-01-05
2827,47.89758,1989-01-06
2828,47.380123,1989-01-07
2829,47.255024,1989-01-08
2830,48.120174,1989-01-09
2831,48.68662,1989-01-10
2832,48.936207,1989-01-11
2833,49.233917,1989-01-12
2834,49.380672,1989-01-13
2835,49.45669,1989-01-14
2836,49.56852,1989-01-15
2837,49.6157,1989-01-16
2838,49.819977,1989-01-17
2839,50.105114,1989-01-18
2840,50.30963,1989-01-19
2841,50.527355,1989-01-20
2842,50.785122,1989-01-21
2843,51.18486,1989-01-22
2844,51.279903,1989-01-23
2845,51.499146,1989-01-24
2846,51.579014,1989-01-25
2847,51.589596,1989-01-26
2848,51.71614,1989-01-27
2849,51.924847,1989-01-28
2850,52.311718,1989-01-29
2851,52.62068,1989-01-30
2852,52.47885,1989-01-31
2853,52.573048,1989-02-01
2854,52.714966,1989-02-02
2855,52.866337,1989-02-03
2856,53.0097,1989-02-04
2857,53.09613,1989-02-05
2858,53.385426,1989-02-06
2859,53.672787,1989-02-07
2860,53.575417,1989-02-08
2861,53.595257,1989-02-09
2862,53.670265,1989-02-10
2863,53.79008,1989-02-11
2864,53.995438,1989-02-12
2865,54.271183,1989-02-13
2866,54.071255,1989-02-14
2867,54.109467,1989-02-15
2868,53.762787,1989-02-16
2869,53.838627,1989-02-17
2870,53.607803,1989-02-18
2871,53.74036,1989-02-19
2872,53.79429,1989-02-20
2873,53.667927,1989-02-21
2874,53.840122,1989-02-22
2875,53.72992,1989-02-23
2876,53.603317,1989-02-24
2877,54.042454,1989-02-25
2878,54.636753,1989-02-26
2879,55.0344,1989-02-27
2880,55.36695,1989-02-28
2881,55.45183,1989-03-01
2882,55.24932,1989-03-02
2883,54.71073,1989-03-03
2884,54.68651,1989-03-04
2885,54.343895,1989-03-05
2886,53.87893,1989-03-06
2887,53.259148,1989-03-07
2888,52.88606,1989-03-08
2889,52.618214,1989-03-09
2890,52.19877,1989-03-10
2891,51.73103,1989-03-11
2892,51.290607,1989-03-12
2893,50.736446,1989-03-13
2894,50.765503,1989-03-14
2895,50.27251,1989-03-15
2896,50.34739,1989-03-16
2897,50.20372,1989-03-17
2898,50.43403,1989-03-18
2899,50.743526,1989-03-19
2900,50.567795,1989-03-20
2901,50.485573,1989-03-21
2902,50.550426,1989-03-22
2903,50.265568,1989-03-23
2904,49.91078,1989-03-24
2905,49.918907,1989-03-25
2906,49.7593,1989-03-26
2907,47.52197,1989-03-27
2908,45.811794,1989-03-28
2909,44.241993,1989-03-29
2910,42.82675,1989-03-30
2911,42.09926,1989-03-31
2912,41.63782,1989-04-01
2913,41.086735,1989-04-02
2914,40.663853,1989-04-03
2915,40.58498,1989-04-04
2916,39.921364,1989-04-05
2917,39.16148,1989-04-06
2918,38.238125,1989-04-07
2919,37.70388,1989-04-08
2920,36.935257,1989-04-09
2921,36.874767,1989-04-10
2922,35.769424,1989-04-11
2923,35.797226,1989-04-12
2924,35.656124,1989-04-13
2925,35.42041,1989-04-14
2926,34.18737,1989-04-15
2927,36.62025,1989-04-16
2928,35.868835,1989-04-17
2929,37.95788,1989-04-18
2930,39.233288,1989-04-19
2931,39.79868,1989-04-20
2932,38.408997,1989-04-21
2933,37.112957,1989-04-22
2934,35.680973,1989-04-23
2935,34.82582,1989-04-24
2936,34.968357,1989-04-25
2937,35.004868,1989-04-26
2938,33.640736,1989-04-27
2939,33.427734,1989-04-28
2940,34.037304,1989-04-29
2941,34.02548,1989-04-30
2942,36.33963,1989-05-01
2943,34.95248,1989-05-02
2944,33.435757,1989-05-03
2945,32.173763,1989-05-04
2946,31.068562,1989-05-05
2947,30.20381,1989-05-06
2948,29.353304,1989-05-07
2949,28.50337,1989-05-08
2950,27.849895,1989-05-09
2951,27.93968,1989-05-10
2952,27.94113,1989-05-11
2953,27.591627,1989-05-12
2954,27.123459,1989-05-13
2955,26.76656,1989-05-14
2956,26.466644,1989-05-15
2957,25.944386,1989-05-16
2958,25.312138,1989-05-17
2959,24.656622,1989-05-18
2960,23.972816,1989-05-19
2961,23.335125,1989-05-20
2962,22.71886,1989-05-21
2963,22.168118,1989-05-22
2964,21.554266,1989-05-23
2965,21.012827,1989-05-24
2966,20.616892,1989-05-25
2967,20.263018,1989-05-26
2968,19.959167,1989-05-27
2969,19.695688,1989-05-28
2970,19.442945,1989-05-29
2971,19.144995,1989-05-30
2972,18.7502,1989-05-31
2973,18.241735,1989-06-01
2974,18.050716,1989-06-02
2975,17.878815,1989-06-03
2976,17.50252,1989-06-04
2977,17.275545,1989-06-05
2978,17.004257,1989-06-06
2979,16.724636,1989-06-07
2980,16.379698,1989-06-08
2981,15.945634,1989-06-09
2982,15.889846,1989-06-10
2983,15.570691,1989-06-11
2984,15.194685,1989-06-12
2985,14.7999735,1989-06-13
2986,14.423744,1989-06-14
2987,13.998074,1989-06-15
2988,13.686233,1989-06-16
2989,13.404587,1989-06-17
2990,13.166347,1989-06-18
2991,12.683664,1989-06-19
2992,12.440342,1989-06-20
2993,11.978964,1989-06-21
2994,11.579052,1989-06-22
2995,11.162479,1989-06-23
2996,11.140168,1989-06-24
2997,11.099933,1989-06-25
2998,10.921265,1989-06-26
2999,10.704264,1989-06-27
3000,10.413442,1989-06-28
3001,10.190332,1989-06-29
3002,10.115937,1989-06-30
3003,9.9991,1989-07-01
3004,10.125435,1989-07-02
3005,10.282302,1989-07-03
3006,10.268584,1989-07-04
3007,10.412145,1989-07-05
3008,10.323211,1989-07-06
3009,10.178984,1989-07-07
3010,9.931416,1989-07-08
3011,9.790667,1989-07-09
3012,9.822312,1989-07-10
3013,9.877787,1989-07-11
3014,9.753546,1989-07-12
3015,9.607847,1989-07-13
3016,9.457606,1989-07-14
3017,9.427639,1989-07-15
3018,9.417728,1989-07-16
3019,9.417001,1989-07-17
3020,9.409848,1989-07-18
3021,9.410038,1989-07-19
3022,9.389754,1989-07-20
3023,9.3911705,1989-07-21
3024,9.458736,1989-07-22
3025,9.489937,1989-07-23
3026,9.587339,1989-07-24
3027,9.616417,1989-07-25
3028,9.7097225,1989-07-26
3029,9.753036,1989-07-27
3030,9.86613,1989-07-28
3031,9.93106,1989-07-29
3032,10.088797,1989-07-30
3033,10.247989,1989-07-31
3034,10.367016,1989-08-01
3035,10.357558,1989-08-02
3036,10.291819,1989-08-03
3037,10.184013,1989-08-04
3038,10.094406,1989-08-05
3039,10.022201,1989-08-06
3040,9.936641,1989-08-07
3041,9.8787,1989-08-08
3042,9.789026,1989-08-09
3043,9.589708,1989-08-10
3044,9.461061,1989-08-11
3045,9.377434,1989-08-12
3046,9.351584,1989-08-13
3047,9.342887,1989-08-14
3048,9.314343,1989-08-15
3049,9.27796,1989-08-16
3050,9.166016,1989-08-17
3051,9.188004,1989-08-18
3052,9.200315,1989-08-19
3053,9.248431,1989-08-20
3054,9.291459,1989-08-21
3055,9.412525,1989-08-22
3056,9.448675,1989-08-23
3057,9.491104,1989-08-24
3058,9.5714245,1989-08-25
3059,9.72682,1989-08-26
3060,9.80379,1989-08-27
3061,9.720586,1989-08-28
3062,9.661324,1989-08-29
3063,9.581059,1989-08-30
3064,9.443773,1989-08-31
3065,9.368792,1989-09-01
3066,9.328923,1989-09-02
3067,9.384329,1989-09-03
3068,9.537185,1989-09-04
3069,9.468336,1989-09-05
3070,9.304728,1989-09-06
3071,9.152023,1989-09-07
3072,8.979101,1989-09-08
3073,9.037117,1989-09-09
3074,8.858311,1989-09-10
3075,8.95423,1989-09-11
3076,8.715403,1989-09-12
3077,8.816869,1989-09-13
3078,8.762279,1989-09-14
3079,8.832447,1989-09-15
3080,8.7179575,1989-09-16
3081,8.70776,1989-09-17
3082,8.778916,1989-09-18
3083,8.938806,1989-09-19
3084,8.832019,1989-09-20
3085,8.760675,1989-09-21
3086,8.71927,1989-09-22
3087,8.927998,1989-09-23
3088,9.018489,1989-09-24
3089,9.025484,1989-09-25
3090,9.158138,1989-09-26
3091,9.244345,1989-09-27
3092,10.138854,1989-09-28
3093,11.588893,1989-09-29
3094,11.631245,1989-09-30
3095,11.4092045,1989-10-01
3096,11.156909,1989-10-02
3097,11.340114,1989-10-03
3098,11.027117,1989-10-04
3099,10.738339,1989-10-05
3100,10.653858,1989-10-06
3101,10.730661,1989-10-07
3102,10.823761,1989-10-08
3103,10.990678,1989-10-09
3104,11.083154,1989-10-10
3105,11.128492,1989-10-11
3106,11.162145,1989-10-12
3107,11.241502,1989-10-13
3108,11.364708,1989-10-14
3109,11.520383,1989-10-15
3110,11.653602,1989-10-16
3111,11.837417,1989-10-17
3112,11.929978,1989-10-18
3113,12.143258,1989-10-19
3114,12.487039,1989-10-20
3115,12.777189,1989-10-21
3116,12.988838,1989-10-22
