,sol[W/m2],St,EpiV,HypV,HypTemp,u2*[m/s],EpiTemp,PEPItrue,EpiPpred,HypPpred,PLoad
94,129.79166666666666,758.4702097535591,1109677419354.8386,84890322580645.16,5.8875,0.0049323886527126,7.191,86665806451612.9,112297480164402.94,8886483891602632.0,271255463875.7165
95,157.33333333333334,774.572349846256,1664516129032.258,84335483870967.75,5.8875,0.0046966195033226,7.0806,131940645161290.36,168488459263825.97,8828301680838962.0,304567358415.8581
96,173.29166666666666,833.322500979349,6103225806451.613,79896774193548.39,5.88745,0.0021901377284051,6.8567,471372473118279.4,631065234076019.9,8363561096478234.0,330075727093.41986
97,204.66666666666663,942.3130077234504,6103225806451.613,79896774193548.39,5.8875,0.0023860648016162,6.9276,503577161290322.6,628752300792767.5,8363547418037234.0,328376549354.5573
98,232.16666666666663,1091.9725314304492,6103225806451.613,79896774193548.39,5.8875,0.0049858376768328,7.01295,480527311827956.8,626528564309437.5,8363537375563830.0,328225048368.1342
99,225.20833333333331,1249.1862425484014,6103225806451.613,79896774193548.39,5.8875,0.0057600244869386,7.1059,477475698924731.3,624381275170236.9,8363528133053710.0,340448678078.5903
100,105.91666666666669,1441.1282218857953,2219354838709.677,83780645161290.33,5.8875,0.0038594755035085,8.1817,167339354838709.66,224894018171732.16,8760853237748174.0,330130275258.86224
101,232.25,1474.947020571669,2219354838709.677,83780645161290.33,5.8875,0.0022249588608746,8.2821,174145376344086.06,222879337298899.7,8760854410646733.0,322667459305.67065
102,239.33333333333331,1695.0982497740686,2219354838709.677,83780645161290.33,5.8875,0.0007450251643118,8.5058,170890322580645.16,220984927826315.47,8760856723624563.0,392750144761.167
103,229.79166666666663,1933.043225765972,2219354838709.677,83780645161290.33,5.8876,0.0005144134173586,8.8533,181987096774193.5,218763437821957.3,8760861701484717.0,390822038324.25616
104,207.25,2147.061791748146,6103225806451.613,79896774193548.39,5.8875,0.0045482439488431,7.551299999999999,491920000000000.1,622710816785708.4,8354734794174861.0,364627987234.6961
105,238.95833333333331,2337.611971596705,6103225806451.613,79896774193548.39,5.8875,0.1703491956603029,7.63755,486528817204300.94,620592972678212.4,8354735037278461.0,355861620611.2242
106,270.375,2513.1843282186337,2774193548387.0967,83225806451612.9,5.8876,0.7148041182442855,9.5149,221241935483870.97,280065442724758.9,8693204118520373.0,324852806755.3489
107,270.75,2592.154726291057,2774193548387.0967,83225806451612.9,5.8876,0.6440145225880831,9.62165,207232258064516.1,278395187409711.2,8693011098981429.0,285356893091.46625
108,239.75,2585.452932906456,6103225806451.613,79896774193548.39,5.8876,0.0090845696258986,8.375150000000001,454080000000000.0,624398002565183.1,8345383019401464.0,254723384484.5038
109,154.33333333333334,2564.100051143591,6103225806451.613,79896774193548.39,5.8876,0.0384943689719237,8.480550000000001,505041935483871.1,622915411688614.6,8345381609867278.0,225230089480.94504
110,270.1666666666667,2505.025322520872,6103225806451.613,79896774193548.39,5.8876,0.082526343976246,8.4753,456419569892473.3,621395999625260.1,8345592506021597.0,251681070357.0668
111,267.5833333333333,2634.475640396493,6103225806451.613,79896774193548.39,5.8876,0.0129739822246181,8.48975,455809247311828.4,619723873715170.1,8345806617324936.0,262781926271.79285
112,236.58333333333331,2793.2666758618634,6103225806451.613,79896774193548.39,5.8876,0.0303145526074558,8.56115,507757870967741.94,618211237760757.1,8345801731319994.0,262368313557.8529
113,198.79166666666663,2891.720299494517,1664516129032.258,84335483870967.75,5.8877,0.0607065194545637,9.3166,127466267281105.92,167105378928998.78,8795396795866280.0,271094214549.254
114,242.29166666666663,2971.003588347941,6103225806451.613,79896774193548.39,5.88765,0.114191958589916,8.7051,486339907834101.5,628295752718377.1,8332661654964429.0,221688159682.8736
115,42.54166666666666,3147.308199782781,6103225806451.613,79896774193548.39,5.8877,0.0364423846205925,8.765149999999998,514754783410138.4,627040585312237.9,8332615847154714.0,184555762656.98392
116,194.95833333333331,2938.760729438113,6103225806451.613,79896774193548.39,5.8877,0.0444045501462254,8.80875,433067465437788.4,625972658448122.5,8332603254491323.0,228579834503.76825
117,132.33333333333334,2967.2831338141905,3883870967741.935,82116129032258.08,5.8877,0.036023504246957,8.9666,274700645161290.4,396796467075226.5,8560443831037184.0,247102518973.69284
118,133.45833333333334,2876.4213989904606,3883870967741.935,82116129032258.08,5.8877,0.0033527649803435,8.8558,273147096774193.44,395129059605759.6,8560673967419725.0,240551348958.13016
119,266.4583333333333,2843.79760734991,4438709677419.3545,81561290322580.64,5.8877,0.0081531304474781,8.7642,308934193548387.0,451337783110818.8,8503072970443186.0,240413603946.5611
120,154.41666666666666,3027.8343890857973,4438709677419.3545,81561290322580.64,5.8877,0.0115757426980604,8.801,304368663594470.1,449708534047057.7,8503311604972290.0,183457255631.7012
121,130.04166666666666,3032.4614203625147,3329032258064.516,82670967741935.48,5.8877,0.0043868036629564,8.9899,292260497695852.6,336044881878738.2,8615918603261765.0,153549700464.08932
122,72.83333333333333,3039.2825288687127,3329032258064.516,82670967741935.48,5.8878,0.0045863990718588,9.0033,207826728110599.0,335163669516368.56,8615919236945486.0,152947463950.52322
123,130.58333333333334,2956.855978223653,3883870967741.935,82116129032258.08,5.8878,0.1537712730351895,8.771049999999999,263659354838709.7,391960134996370.9,8558248348357330.0,188451901621.11545
124,116.79166666666669,2853.465955252187,4438709677419.3545,81561290322580.64,5.8878,0.0420387498405552,8.6474,301071336405530.0,448601191703438.3,8500526838152555.0,220694593530.09448
125,290.3333333333333,2758.916586617078,4993548387096.774,81006451612903.23,5.8878,0.0003446748867605,8.523399999999999,337706543778801.7,504964917194702.1,8442895644137058.0,208927619357.3065
126,267.2916666666667,2978.3163946761115,4993548387096.774,81006451612903.23,5.8878,0.0016775169829641,8.60515,336565161290322.6,503553283034913.5,8443106587053155.0,214084883233.4694
127,179.54166666666666,3225.7732947088057,4993548387096.774,81006451612903.23,5.8878,0.0111997031207575,8.733550000000001,272647741935483.88,502325790686068.3,8443107786396410.0,221705532927.576
128,284.75,3417.6356714093595,4438709677419.3545,81561290322580.64,5.8878,0.0029344576627348,8.9553,243748571428571.3,445247806200474.3,8498919459618715.0,198173041344.7545
129,153.29166666666666,3770.311171176442,4438709677419.3545,81561290322580.64,5.8878,0.0299183294765708,9.1339,268351705069124.6,444117553853370.2,8498921583655342.0,194826209847.4405
130,98.95833333333331,3885.331905432848,6103225806451.613,79896774193548.39,5.8878,0.0006892940536488,8.95485,341955023041474.5,616460585772763.0,8325472786610472.0,273261176123.7349
131,205.95833333333331,3853.657616398585,6103225806451.613,79896774193548.39,5.8879,0.1179710161949497,9.1379,501685161290322.56,614890323546581.5,8325474760922582.0,255435004582.638
132,183.29166666666663,3947.185903244113,6103225806451.613,79896774193548.39,5.8879,0.0002751018093389,9.201,355905253456221.1,613345645643676.1,8325449169832923.0,208420551833.08936
133,241.875,3989.467857021572,3329032258064.516,82670967741935.48,5.8879,0.0158618102316181,9.6682,197078709677419.38,333172046741996.2,8604244867778818.0,185329447529.9481
134,220.08333333333331,4131.08715232744,6103225806451.613,79896774193548.39,5.8879,0.0149849130473813,9.26375,370901751152073.94,620399171333104.8,8315696528978989.0,163100580328.75946
135,127.125,4353.887039103928,6103225806451.613,79896774193548.39,5.8879,0.0135270355355682,9.32095,365234470046083.0,619111462356465.9,8315695489354205.0,142476710357.98654
136,302.9583333333333,4476.623278805238,6103225806451.613,79896774193548.39,5.8879,0.017440927128999,9.3873,409962396313364.3,617881480407531.0,8315695062367280.0,127243850855.78384
137,315.5833333333333,4820.239901442728,6103225806451.613,79896774193548.39,5.8879,0.0064936948315725,9.51605,500682488479262.8,616672764827348.4,8315694052592307.0,128639806213.64236
138,284.75,5206.086178764637,6103225806451.613,79896774193548.39,5.8879,0.0015748574005859,9.6168,347011981566820.56,615313191063626.6,8315695612718475.0,124931257835.99222
139,197.54166666666663,5571.268721201842,6103225806451.613,79896774193548.39,5.888,3.834137037459779e-05,9.7129,281838248847926.1,613831394989327.2,8315698016012813.0,118626045479.44736
140,135.0,5806.38450455011,6103225806451.613,79896774193548.39,5.888,0.0309330060703438,9.79785,277696774193548.4,612232888310799.4,8315700625077552.0,111939153416.40784
141,175.25,5999.017022037116,6103225806451.613,79896774193548.39,5.888,0.0013624953197564,9.8776,280457757296467.03,610493165678254.1,8315701321640957.0,129960602906.88774
142,280.5833333333333,6083.549539018889,6103225806451.613,79896774193548.39,5.888,0.0019065828558339,9.96325,299929953917050.44,608108144690082.0,8315703968409080.0,98177663825.59476
143,178.66666666666666,6417.31708307942,2219354838709.677,83780645161290.33,5.888,0.0200511167472865,12.044,103992626728110.56,218941389147819.84,8702684543542971.0,72438377576.73944
144,132.66666666666666,6587.574066564798,1109677419354.8386,84890322580645.16,5.888,0.0024502060454912,12.678,52498310291858.66,107349890657360.92,8812240547741954.0,59365432458.836334
145,124.75,6391.794161852493,6103225806451.613,79896774193548.39,5.888,0.0151849368656852,10.2409,316495852534562.5,623385189746043.8,8293965540284040.0,81778796169.51337
146,193.25,6297.838404528526,6103225806451.613,79896774193548.39,5.8881,0.0583286547558357,10.3125,344396313364055.2,620039036139281.9,8294049547942090.0,76217211191.66408
147,125.41666666666669,6294.64674505053,1664516129032.258,84335483870967.75,5.8881,0.025211469495854,11.777,94655483870967.78,166002325572383.34,8745062698476998.0,58954572256.989975
148,196.04166666666663,6332.604189321445,6103225806451.613,79896774193548.39,5.8881,0.0236370832556391,10.465,345907588325653.0,623906633965099.2,8284863607791142.0,54439732101.54653
149,226.70833333333331,6521.961740576579,6103225806451.613,79896774193548.39,5.8881,0.0069594656464269,10.5195,344745069124424.06,621731367267985.4,8284865446480150.0,56894911810.67568
150,288.2083333333333,6852.675194153433,2219354838709.677,83780645161290.33,5.8882,0.0012585459598873,12.041,112552995391705.05,223817916115893.7,8680515565614494.0,53705651083.434784
151,313.2916666666667,7355.828419738931,6103225806451.613,79896774193548.39,5.8882,0.0102423218860406,10.645499999999998,313008294930875.7,624043330954791.0,8278175650427077.0,64106627899.91946
152,299.375,7877.695971026104,6103225806451.613,79896774193548.39,5.8882,0.0050021619207377,10.7175,304289400921658.6,621480266432132.8,8278178763912157.0,84804549104.01685
153,191.875,8422.55728641131,6103225806451.613,79896774193548.39,5.8883,0.0231807775368434,10.7885,307776958525345.44,618104675109997.4,8278182112119802.0,99522822260.7959
154,83.04166666666667,8535.431048012248,1109677419354.8386,84890322580645.16,5.8884,0.0044666010055935,14.66,62548817204301.05,108444018098094.77,8783907278357862.0,99727559951.22353
155,326.2916666666667,8388.38950566757,1109677419354.8386,84890322580645.16,5.8884,0.0092810000136088,14.195,59447004608294.96,104485603485128.31,8784063814562174.0,80235170381.61784
156,311.25,8812.09856915321,1109677419354.8386,84890322580645.16,5.8885,0.0076182240765875,14.584,60081105990783.37,101413223414623.69,8784192016883606.0,66728687530.822845
157,312.375,9324.509752092878,1109677419354.8386,84890322580645.16,5.8885,0.0001865143655345,15.179,60715207373271.87,98920013918882.14,8784310638772198.0,75021193457.22824
158,192.54166666666663,9859.903524615353,1109677419354.8386,84890322580645.16,5.8885,0.0110057048184453,15.623,61349308755760.375,96183020562233.84,8784445419858893.0,83401554585.47295
