,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Season,PLoad
12053,901176587367247.2,0.0,95154244285.1856,462296771.51338375,209477911117.16733,0.0,1248036937103021.5,118676287.72963324,165315300.73678425,95154244285.1856,5.016623918712762e+16,13744178771.410583,415743727598567.1,1879516129032258.5,36064516129032.26,49935483870967.74,2014-01-01,winter,178936803464.19446
12054,901184204225347.1,0.0,89468401732.09723,463408830.91782564,187961145035.92426,0.0,1248019879480468.0,118674700.1314797,165660649.38031793,89468401732.09723,5.0166225859375384e+16,13744175119.760992,422756272401432.9,1878129032258064.0,36064516129032.26,49935483870967.74,2014-01-02,winter,185981874422.22
12055,901175737105338.4,0.0,92990937211.11,464377469.80689454,195990946644.0154,0.0,1248017920483464.2,118673772.39466189,166006452.00545833,92990937211.11,5.01662125322487e+16,13744171468.322023,355836559139785.0,2148058064516130.8,36064516129032.26,49935483870967.74,2014-01-03,winter,196845529858.03928
12056,901160562574662.8,0.0,98422764929.01964,465282906.44820356,212224303018.6436,0.0,1248017298638484.0,118674280.37433213,166354691.55411622,98422764929.01964,5.0166199205683384e+16,13744167817.05444,413539784946235.8,1834296774193549.5,36064516129032.26,49935483870967.74,2014-01-04,winter,254305941284.5375
12057,901111989996465.6,0.0,127152970642.26875,464018269.91926074,282904211232.3333,0.0,1248036856957641.0,118674221.24296528,166703399.10299096,127152970642.26875,5.016618587750831e+16,13744164165.940653,443793906810037.5,1893941935483872.0,36064516129032.26,49935483870967.74,2014-01-05,winter,270113578176.11768
12058,901083493225951.2,0.0,135056789088.05884,466675024.40707505,307135020364.6389,0.0,1248027913987738.8,118676775.32215443,167053571.80368176,135056789088.05884,5.016617255164603e+16,13744160514.38584,421954838709677.4,1834296774193549.5,36064516129032.26,49935483870967.74,2014-01-06,winter,221317736915.5288
12059,901094834717936.2,0.0,110658868457.7644,467174328.9792758,255694719605.97864,0.0,1247981777067333.8,118676619.20202516,167405218.92286497,110658868457.7644,5.01661592259349e+16,13744156863.464666,428406379928314.0,1807664516129032.5,36064516129032.26,49935483870967.74,2014-01-07,winter,216222333506.956
12060,901035948426027.1,0.0,108111166753.478,467523236.4209153,297441494631.30115,0.0,1247959025801332.2,118672231.98145686,167798682.14001456,108111166753.478,5.016614590017847e+16,13744153212.584902,442391397849463.6,1761058064516130.8,36064516129032.26,49935483870967.74,2014-01-08,winter,221959912815.07248
12061,900985234953458.0,0.0,110979956407.53624,467657924.2454228,316788682592.8077,0.0,1247914492368430.2,118670762.77301681,168192993.78190282,110979956407.53624,5.016613257416461e+16,13744149561.692734,444194623655913.3,1781032258064515.5,36064516129032.26,49935483870967.74,2014-01-09,winter,216598486728.3979
12062,900973739502374.0,0.0,108299243364.19894,467669741.34445566,285661324691.21497,0.0,1247856507234754.2,118667222.22413136,168590166.54537764,108299243364.19894,5.0166119247765496e+16,13744145910.73003,450005017921147.7,1761058064516130.8,36064516129032.26,49935483870967.74,2014-01-10,winter,216304979199.04944
12063,900923215000099.1,0.0,108152489599.52472,467619280.3762655,306902271167.9456,0.0,1247816017152280.5,118661708.27683312,168988209.25223303,108152489599.52472,5.0166105920916024e+16,13744142259.661781,462627598566309.06,1745744516129032.2,36064516129032.26,49935483870967.74,2014-01-11,winter,208155092507.69955
12064,900926886970436.0,0.0,104077546253.84978,467478669.8731713,260988259299.69482,0.0,1247759095265371.5,118659246.31652911,169388136.1826277,104077546253.84978,5.01660925935272e+16,13744138608.470144,464991827956989.9,1746743225806451.5,36064516129032.26,49935483870967.74,2014-01-12,winter,194854454055.84357
12065,900929414943806.4,0.0,97427227027.92178,467277287.909393,229479726840.84622,0.0,1247721525879066.0,118653833.41261803,169790971.24700937,97427227027.92178,5.016607926553239e+16,13744134957.130741,466073763440859.0,1754400000000000.8,36064516129032.26,49935483870967.74,2014-01-13,winter,195319468240.78223
12066,900888175394574.2,0.0,97659734120.39111,467037309.5358009,256257406383.87003,0.0,1247701411996600.0,118650954.93010989,170194709.38655725,97659734120.39111,5.016606593689464e+16,13744131305.625315,476292043010753.9,1744745806451612.8,36064516129032.26,49935483870967.74,2014-01-14,winter,205054565989.09076
12067,900811254653066.4,0.0,102527282994.54538,466622533.6886372,312317423204.30225,0.0,1247670655208994.8,118649736.33499138,170600372.37718695,102527282994.54538,5.016605260743888e+16,13744127653.943739,478576129032258.06,1744745806451612.8,36064516129032.26,49935483870967.74,2014-01-15,winter,201935215331.99432
12068,900777201108665.0,0.0,100967607665.99716,466145305.589441,299656848007.8678,0.0,1247606573337594.5,118646811.52886006,171008991.7653928,100967607665.99716,5.0166039277098e+16,13744124002.03805,480860215053762.2,1743747096774193.5,36064516129032.26,49935483870967.74,2014-01-16,winter,199406475446.1256
12069,900746939659113.9,0.0,99703237723.0628,463650685.88680315,287503032520.3085,0.0,1247548327355828.2,118642105.82485999,171418548.42103696,99703237723.0628,5.016602594385189e+16,13744120349.889864,480178996415769.0,1745744516129032.2,36064516129032.26,49935483870967.74,2014-01-17,winter,226812229066.2666
12070,900671920218864.9,0.0,113406114533.1333,461240314.26323086,339111912940.34753,0.0,1247510639065393.5,118636566.87846434,171830071.72452354,113406114533.1333,5.0166012607782e+16,13744116696.945724,482062365591399.0,1743747096774193.5,36064516129032.26,49935483870967.74,2014-01-18,winter,208002254793.52032
12071,900674334713801.4,0.0,104001127396.76016,459593636.56278735,280029719157.83844,0.0,1247435791123379.8,118633676.90399589,172244600.97827876,104001127396.76016,5.016599926965168e+16,13744113043.227945,485548602150538.3,1742748387096774.2,36064516129032.26,49935483870967.74,2014-01-19,winter,194337317836.10904
12072,512549202298073.0,-387982790338252.8,97168658918.05452,463786816.7475046,239046949576.81757,0.0,1635516267940217.0,118627253.1246851,172660102.78935224,97168658918.05452,5.016598547150944e+16,13744109388.945667,278191197132616.25,2283627354838710.0,20529032258064.52,65470967741935.484,2014-01-20,winter,202693344397.6866
12073,900436466819992.0,388088605951915.8,101346672198.8433,94899493.21783371,324485955909.2078,21892753206.873863,1247507380906025.5,2979403.6723873625,173078642.7610513,101346672198.8433,5.016597155730459e+16,13744105608.632723,489876344086020.3,1741749677419355.0,36064516129032.26,49935483870967.74,2014-01-21,winter,204941173691.5632
12074,900518058014135.1,0.0,102470586845.7816,457398512.3425354,334673752087.18536,0.0,1247295654597704.0,118635449.15135446,173498179.05152178,102470586845.7816,5.016595821573858e+16,13744101796.521807,520130465949820.0,1910032258064516.0,36064516129032.26,49935483870967.74,2014-01-22,winter,198941222502.26913
12075,900498104368685.0,0.0,99470611251.13457,452117777.6822692,297060089651.09863,0.0,1247217092562669.5,118615314.40420239,173919756.3849295,99470611251.13457,5.016594486845376e+16,13744098141.29824,492921792114696.2,1738753548387097.0,36064516129032.26,49935483870967.74,2014-01-23,winter,201668249869.08463
12076,900429061160914.5,0.0,100834124934.54231,451254388.97976893,326154825280.6741,0.0,1247161253675833.5,118609231.0671459,174344425.267049,100834124934.54231,5.016593151987847e+16,13744094484.50788,491920000000000.0,1738753548387097.0,36064516129032.26,49935483870967.74,2014-01-24,winter,199316163930.94183
12077,900389421933532.6,0.0,99658081965.47092,450313005.42953324,312249218956.2083,0.0,1247087565701392.0,118603920.83890195,174770128.09509805,99658081965.47092,5.016591816993445e+16,13744090827.363964,497242248289344.8,1734758709677419.5,36064516129032.26,49935483870967.74,2014-01-25,winter,187316436202.08575
12078,900416748125632.4,0.0,93658218101.04288,445320399.3997472,231403721313.21127,0.0,1247015762780291.8,118598300.80535169,174474810.9823647,93658218101.04288,5.0165904815291176e+16,13744087169.845057,915382991202346.6,1267453372434018.5,36064516129032.26,49935483870967.74,2014-01-26,winter,169483330155.60037
12079,900430800089156.8,0.0,84741665077.80019,445782068.36057633,189783087722.04745,0.0,1246981020864423.0,118592166.11144774,174179456.9142371,84741665077.80019,5.016589146140245e+16,13744083511.03868,496247741935483.8,1729765161290322.8,36064516129032.26,49935483870967.74,2014-01-27,winter,193296152127.46875
12080,900344732204418.9,0.0,96648076063.73438,443082719.0383084,279083527727.458,0.0,1246980913586386.8,118589555.89266461,173885100.9636338,96648076063.73438,5.016587810510976e+16,13744079852.439028,483876520039100.8,1771347800586512.0,36064516129032.26,49935483870967.74,2014-01-28,winter,199885921326.19055
12081,900262327612658.8,0.0,99942960663.09528,440452510.0540373,328647539786.8224,0.0,1246934171107980.8,118590933.23115432,173591738.06862545,99942960663.09528,5.016586474648528e+16,13744076193.180756,499132903225806.4,1723772903225806.8,36064516129032.26,49935483870967.74,2014-01-29,winter,200598302955.5
12082,900194673293150.6,0.0,100299151477.75,435276296.6156692,342504655367.3681,0.0,1246859538510605.5,118588569.17077486,173300394.59855664,100299151477.75,5.016585138297722e+16,13744072533.283638,499132903225806.4,1723772903225806.8,36064516129032.26,49935483870967.74,2014-01-30,winter,199287228328.1909
12083,900142702641939.5,0.0,99643614164.09544,434551971.2463543,334151664312.81384,0.0,1246776264600002.8,118582858.75004984,173009001.0552003,99643614164.09544,5.016583801903417e+16,13744068872.048553,499132903225806.4,1723772903225806.8,36064516129032.26,49935483870967.74,2014-01-31,winter,198915983100.83908
12084,900096728788354.8,0.0,99457991550.41954,431865466.9170332,323226999026.42505,0.0,1246697549715482.2,118576326.3357952,172719613.5597693,99457991550.41954,5.016582465269114e+16,13744065210.694294,496247741935483.8,1721775483870967.5,36064516129032.26,49935483870967.74,2014-02-01,winter,186466461945.2284
12085,900111304162249.6,0.0,93233230972.6142,428726153.9380877,250141056829.91226,0.0,1246618924881184.5,118569533.69851358,172430169.60721242,93233230972.6142,5.01658112834951e+16,13744061548.682503,502018064516129.0,1717780645161290.2,36064516129032.26,49935483870967.74,2014-02-02,winter,183175424011.9246
12086,900096880166445.9,0.0,91587712005.9623,426385260.83935905,236062302449.5992,0.0,1246580089190846.8,118564136.76939406,172141693.97019193,91587712005.9623,5.016579791224492e+16,13744057885.889069,503132785923753.94,1714784516129032.5,36064516129032.26,49935483870967.74,2014-02-03,winter,192146884832.098
12087,900021683665491.8,0.0,96073442416.049,424060778.7736645,293412031063.7078,0.0,1246553649777470.8,118562523.96910597,171855204.58541816,96073442416.049,5.016578453895878e+16,13744054222.532856,519329032258064.5,1697806451612903.2,36064516129032.26,49935483870967.74,2014-02-04,winter,196369953504.56723
12088,899955374211171.2,0.0,98184976752.28362,422426134.1716473,319213021735.7084,0.0,1246496746744678.5,118561396.50550069,171568649.3586648,98184976752.28362,5.016577116432711e+16,13744050558.618845,948168914956012.0,1312849266862170.8,36064516129032.26,49935483870967.74,2014-02-05,winter,198071940739.1867
12089,899897085707611.8,0.0,99035970369.59335,421276941.40343213,326683753934.69604,0.0,1246426054783545.0,118558065.10964182,171183509.26846915,99035970369.59335,5.016575778893171e+16,13744046894.336197,514739002932552.3,1699803870967742.0,36064516129032.26,49935483870967.74,2014-02-06,winter,196947804784.1316
12090,899872708746372.4,0.0,98473902392.0658,418880168.06113374,296412300790.74976,0.0,1246350600615657.0,118552034.9288623,170799082.28957462,98473902392.0658,5.01657444115216e+16,13744043229.844305,512083343108504.06,1702800000000000.0,36064516129032.26,49935483870967.74,2014-02-07,winter,214705777105.49997
12091,899790126331241.4,0.0,107352888552.74998,417203981.9283983,346010550300.88434,0.0,1246301512922035.5,118546938.74635132,170415363.62556925,107352888552.74998,5.016573103281759e+16,13744039564.800438,514476715542520.3,1701801290322580.5,36064516129032.26,49935483870967.74,2014-02-08,winter,215505360068.8485
12092,899802154159581.0,0.0,107752680034.42426,415180188.20656264,279167880671.5753,0.0,1246225458882552.2,118545737.25800173,170035384.39317444,107752680034.42426,5.016571765247224e+16,13744035899.40208,961283284457479.6,1331007624633433.2,36064516129032.26,49935483870967.74,2014-02-09,winter,208487876900.07343
12093,899810289855835.1,0.0,104243938450.03671,414492191.37112397,240674270323.81805,0.0,1246184773413415.8,118543357.52149461,169656090.476667,104243938450.03671,5.016570427181947e+16,13744032233.554039,509165395894427.5,1699803870967742.0,36064516129032.26,49935483870967.74,2014-02-10,winter,211939799503.9788
12094,899703507517769.4,0.0,105969899751.9894,413145998.9299889,335533853198.5658,0.0,1246167599286244.8,118545035.35924755,169279492.21171185,105969899751.9894,5.016569089020244e+16,13744028567.621775,518017595307919.2,1641878709677419.5,36064516129032.26,49935483870967.74,2014-02-11,winter,214154864643.13724
12095,899646296932142.4,0.0,107077432321.56862,411740393.0013244,341871475866.135,0.0,1246096731861689.0,118562127.52795364,168903561.20107266,107077432321.56862,5.01656775075765e+16,13744024901.425327,971119061583576.6,1344626392961875.5,36064516129032.26,49935483870967.74,2014-02-12,winter,211339780202.2951
12096,899578338386865.8,0.0,105669890101.14755,410920328.4887905,354713009155.21954,0.0,1246020956215951.8,118572031.86632524,168530298.9985622,105669890101.14755,5.016566412451733e+16,13744021234.952465,455068621700879.1,2242557184750732.8,36064516129032.26,49935483870967.74,2014-02-13,winter,216668908537.90897
12097,899497468495303.9,0.0,108334454268.95448,411112744.9404511,377971488141.5385,0.0,1245940161991689.0,118582163.26347643,168158687.13204122,108334454268.95448,5.0165650742035976e+16,13744017568.360912,513689853372435.3,1648869677419355.0,36064516129032.26,49935483870967.74,2014-02-14,winter,223212577153.294
12098,899423416307592.6,0.0,111606288576.647,411031089.8018469,387500807030.4162,0.0,1245849564100456.0,118605693.81052081,167787716.10029286,111606288576.647,5.016563735987114e+16,13744013901.927666,521132258064516.1,1645374193548387.2,36064516129032.26,49935483870967.74,2014-02-15,winter,217597450519.86032
12099,899433127168479.2,0.0,108798725259.93016,409508392.35332847,305936943759.17957,0.0,1245751153016524.5,118640787.56664547,167419374.43697894,108798725259.93016,5.01656239765907e+16,13744010235.581133,973741935483871.0,1348258064516129.2,36064516129032.26,49935483870967.74,2014-02-16,winter,238767418347.15076
12100,899413258071163.8,0.0,119383709173.57538,408262332.2767599,299195358269.44305,0.0,1245710234549078.8,118674452.49844669,167311945.99963382,119383709173.57538,5.0165610592208984e+16,13744006568.92896,973741935483871.0,1348258064516129.2,36064516129032.26,49935483870967.74,2014-02-17,winter,215810168332.3876
12101,899355985621411.2,0.0,107905084166.1938,407637830.1727907,319498203525.788,0.0,1245663459819937.8,118711521.71130517,167205651.6759665,107905084166.1938,5.0165597207349784e+16,13744002901.975065,973741935483871.0,1348258064516129.2,36064516129032.26,49935483870967.74,2014-02-18,winter,215894247979.72055
12102,899288390100942.1,0.0,107947123989.86028,405291550.94892335,343505378074.13354,0.0,1245603087274679.8,118744570.68548624,167100489.3031008,107947123989.86028,5.0165583820286184e+16,13743999234.890352,493806451612903.5,2212526054590570.5,36064516129032.26,49935483870967.74,2014-02-19,winter,211565761672.91788
12103,899240085186766.4,0.0,105782880836.45894,405239056.23859835,335982246403.81494,0.0,1245526619205833.8,118770773.31061985,167511538.4689046,105782880836.45894,5.016557043278891e+16,13743995567.201694,524932903225805.94,1673299652605460.5,36064516129032.26,49935483870967.74,2014-02-20,winter,201027398387.55893
12104,899248398881032.9,0.0,100513699193.77946,404699885.2422003,270075866279.78885,0.0,1245448901319195.8,118800311.18060803,167775717.33815703,100513699193.77946,5.0165557044521496e+16,13743991899.394222,483264516129032.3,2224049627791560.8,36064516129032.26,49935483870967.74,2014-02-21,winter,208604763079.04083
12105,899191222734245.0,0.0,104302381539.52042,404665122.8104132,301935705223.98517,0.0,1245412390720005.5,118816529.17798269,167677819.03458372,104302381539.52042,5.0165543656337096e+16,13743988231.375753,543741935483871.75,1660700545905708.5,36064516129032.26,49935483870967.74,2014-02-22,winter,197355129739.6438
12106,899196638653861.8,0.0,98677564869.8219,404468930.5700566,251607292085.46796,0.0,1245352367284176.5,118842242.73414765,167957307.02561992,98677564869.8219,5.01655302677064e+16,13743984563.380026,482709677419355.4,2187942431761786.0,36064516129032.26,49935483870967.74,2014-02-23,winter,195935317640.37375
12107,899199781814520.5,0.0,97967658820.18687,404125161.54932153,224854819263.80316,0.0,1245319950011442.5,118862936.01709157,168377645.74030006,97967658820.18687,5.016551687833595e+16,13743980895.262028,486593548387097.06,2212526054590570.5,36064516129032.26,49935483870967.74,2014-02-24,winter,194143880040.57172
12108,899152857566349.6,0.0,97071940020.28586,404170520.46230334,258607023053.74857,0.0,1245302056353977.0,118875140.57492162,168283037.9399573,97071940020.28586,5.016550348912135e+16,13743977226.941359,477161290322579.5,2208684863523572.0,36064516129032.26,49935483870967.74,2014-02-25,winter,203601693547.61548
12109,899077047228805.2,0.0,101800846773.80774,404165909.273893,311964626752.78516,0.0,1245269149128565.2,118883168.8691697,168419327.20415494,101800846773.80774,5.0165490099777544e+16,13743973558.663383,492141935483869.25,2204843672456578.0,36064516129032.26,49935483870967.74,2014-02-26,winter,210469799335.7236
12110,898979134235745.5,0.0,105234899667.8618,404170286.0438402,367720634177.07965,0.0,1245209457126879.5,118890459.8131749,168900841.9491259,105234899667.8618,5.016547670996756e+16,13743969890.350012,465232258064516.1,2125907196029775.5,36064516129032.26,49935483870967.74,2014-02-27,winter,211180277688.93475
12111,898929788759894.9,0.0,105590138844.46738,404126270.325127,351329179964.3441,0.0,1245118300060480.8,118900758.22056839,169387054.6026796,105590138844.46738,5.016546331964131e+16,13743966221.908922,468838709677419.3,2189670967741935.5,36064516129032.26,49935483870967.74,2014-02-28,winter,212994655814.70944
12112,898850714558663.5,0.0,106497327907.35472,404213956.16381174,372390267511.83484,0.0,1245037625406011.5,118908052.3519182,169878005.079568,106497327907.35472,5.016544992892277e+16,13743962553.326387,687278709677420.1,1738599900744418.0,36064516129032.26,49935483870967.74,2014-03-01,winter,204060877885.7638
12113,898882349270571.4,0.0,102030438942.8819,404211363.04652166,269297387928.75665,0.0,1244940401343066.5,118923304.47729342,170293673.3715951,102030438942.8819,5.016543653780487e+16,13743958884.636375,468838709677419.3,2197161290322580.5,36064516129032.26,49935483870967.74,2014-03-02,winter,188393472859.83844
12114,898897482437072.0,0.0,94196736429.91922,404445422.1802623,218825248250.01846,0.0,1244894483734216.5,118932802.27085224,170711264.918352,94196736429.91922,5.0165423146516616e+16,13743955215.83695,783709677419353.8,1704336476426797.5,36064516129032.26,49935483870967.74,2014-03-03,winter,193127223350.8545
12115,898851032909415.2,0.0,96563611675.42725,404215911.5277641,254732453019.06824,0.0,1244878976000852.0,118949289.92194484,171133848.5336311,96563611675.42725,5.0165409754596424e+16,13743951546.990854,741042580645161.0,1725770322580645.2,36064516129032.26,49935483870967.74,2014-03-04,winter,203963248592.40756
12116,898767454367405.5,0.0,101981624296.20378,403454025.33366805,317747872510.7796,0.0,1244848419054166.8,118974253.86636493,171563502.5270099,101981624296.20378,5.016539636151332e+16,13743947877.971624,819552258064516.8,1695809032258064.2,36064516129032.26,49935483870967.74,2014-03-05,winter,201393562884.40817
12117,898731521954096.8,0.0,100696781442.20409,402649573.61770904,304533160270.3551,0.0,1244780862223051.8,118995695.99885137,171998231.85040393,100696781442.20409,5.016538296721615e+16,13743944208.633787,492419354838709.6,2197161290322580.5,36064516129032.26,49935483870967.74,2014-03-06,winter,194730761072.14035
12118,898714992853990.8,0.0,97365380536.07018,402764841.86986554,274332209805.6164,0.0,1244717440536285.5,119003161.1131336,172429864.05413422,97365380536.07018,5.016536957261375e+16,13743940538.96333,486593548387097.06,2197161290322580.5,36064516129032.26,49935483870967.74,2014-03-07,winter,191936242432.34705
12119,898695391389635.9,0.0,95968121216.17352,402866936.81364036,259008733172.08224,0.0,1244669620463833.8,119013806.67894797,172834676.73392704,95968121216.17352,5.016535617772294e+16,13743936869.209248,498799999999998.8,2243255583126549.5,36064516129032.26,49935483870967.74,2014-03-08,winter,182320350147.49963
12120,898711789864006.9,0.0,91160175073.74982,402891005.8831061,209528897522.19193,0.0,1244625664737483.5,119021767.00509973,173208168.58264205,91160175073.74982,5.016534278249435e+16,13743933199.37615,519329032258064.5,2197161290322580.5,36064516129032.26,49935483870967.74,2014-03-09,winter,172078223850.7561
12121,898721955850287.0,0.0,86039111925.37805,402942170.15012103,182685685494.64767,0.0,1244604542901200.5,119025222.9501894,173579033.93258238,86039111925.37805,5.016532938695318e+16,13743929529.450508,538748387096772.8,2211085607940444.0,36064516129032.26,49935483870967.74,2014-03-10,winter,180048263392.9755
12122,898688810965826.5,0.0,90024131696.48775,403039847.0353101,215221257319.70587,0.0,1244602166670030.0,119028077.26344982,173946220.05411497,90024131696.48775,5.016531599114903e+16,13743925859.43923,468838709677419.3,2077316129032258.0,36064516129032.26,49935483870967.74,2014-03-11,winter,194117679069.26056
12123,898645366468194.8,0.0,97058839534.63028,403129078.621843,250804575575.28546,0.0,1244588576422864.5,119032028.0681328,174312815.3154635,97058839534.63028,5.016530259507514e+16,13743922189.3559,777329032258066.1,1474249131513646.5,36064516129032.26,49935483870967.74,2014-03-12,winter,196271731639.98727
12124,151905714828800.06,-746566919835115.6,98135865819.99364,403224669.3832111,270464445429.68073,0.0,1991254090993771.2,119033513.73754646,174678815.57673413,98135865819.99364,5.016528879551131e+16,13743918519.198668,86665806451612.9,3495483870967741.0,6103225806451.613,79896774193548.39,2014-03-13,winter,200930962906.29785
12125,151619530387706.47,0.0,0.0,294153655.17534477,289737728121.60767,3847440683.1866493,1991451640003582.5,3710282.2879284755,175044215.33182466,200930962906.29785,5.016527488026264e+16,13743914738.49625,87886451612903.23,3499478709677419.0,6103225806451.613,79896774193548.39,2014-03-14,winter,205894915713.91177
12126,151320843502032.75,0.0,0.0,300046341.7910945,304140848435.25964,5754009103.324933,1991652251830734.5,3669463.863773518,174543663.16345447,205894915713.91177,5.016526096547751e+16,13743910926.099354,86665806451612.9,3486162580645158.0,6103225806451.613,79896774193548.39,2014-03-15,winter,202737512735.73944
12127,151275573829215.6,0.0,202737512735.73944,306301195.7592663,271771131570.29907,24070247213.146896,1991628658260908.5,3669833.5126445186,174046024.9690841,0.0,5.016524705119421e+16,13743907113.829456,87276129032258.08,3477507096774193.0,6103225806451.613,79896774193548.39,2014-03-16,winter,194895202759.0344
12128,151233817800035.0,0.0,194895202759.0344,310231335.77656233,240738081679.24774,4397081075.403956,1991624740951287.8,3669832.9768310604,173209951.97732127,0.0,5.016523313775078e+16,13743903301.697044,88293333333333.55,3451540645161290.5,6103225806451.613,79896774193548.39,2014-03-17,winter,201896720121.6081
12129,151161094692669.4,0.0,201896720121.6081,311336777.4744207,279102554504.93146,4794063795.220103,1991620426768884.2,3669825.758682252,172214439.91657978,0.0,5.016521922530668e+16,13743899489.794735,92769032258064.52,3508800000000002.5,6103225806451.613,79896774193548.39,2014-03-18,winter,211151617001.5838
12130,151081669039636.88,0.0,211151617001.5838,319002862.5213224,330132982086.333,39874714914.74339,1991581039114114.2,3669839.2782821897,171727121.43730778,0.0,5.016520531335372e+16,13743895678.166214,93989677419354.84,3527442580645161.0,6103225806451.613,79896774193548.39,2014-03-19,winter,211279786501.40668
12131,151028219501543.44,0.0,211279786501.40668,327421174.5780401,308987759387.3236,44585855967.02138,1991536948292454.5,3629460.827231965,171242593.4094866,0.0,5.016519140184873e+16,13743891866.672253,93582795698924.52,3488825806451615.5,6103225806451.613,79896774193548.39,2014-03-20,winter,212408039374.043
12132,150922897038794.6,0.0,212408039374.043,338922407.2391401,317398805543.7804,7225828.169194064,1991537446626334.8,3629380.4760401673,170266681.80506298,0.0,5.016517749132338e+16,13743888055.301022,95617204301075.48,3163912258064516.0,6103225806451.613,79896774193548.39,2014-03-21,spring,211364725855.30472
12133,151084594724158.72,0.0,211364725855.30472,348260677.8198884,325599118155.5356,276280338342.1475,1991261680383044.0,3629381.384204717,169463755.20732123,0.0,5.016516358160476e+16,13743884244.198185,97651612903225.8,3467520000000000.0,6103225806451.613,79896774193548.39,2014-03-22,spring,228291862468.87692
12134,151017989046913.9,0.0,228291862468.87692,357521295.58288676,335798816521.34033,41258798103.23998,1991220944468368.0,3628900.0568508734,168991031.7184602,0.0,5.01651496723622e+16,13743880433.316374,90938064516129.05,3575380645161290.0,6103225806451.613,79896774193548.39,2014-03-23,spring,220933141271.5541
12135,150709731377591.4,0.0,0.0,360069718.9219711,311212746978.82776,3315147375.238054,1991439087422102.0,3628847.048441437,168518965.79536414,220933141271.5541,5.016513576359546e+16,13743876622.564987,101516989247311.94,3456867096774191.0,6103225806451.613,79896774193548.39,2014-03-24,spring,209774718535.34415
12136,95656518586601.34,-54803538682760.53,104887359267.67207,351551876.7010044,355932005393.416,1722089772.9139984,2046346306753123.8,3589796.286360522,167416685.92242196,104887359267.67207,5.016512185589576e+16,13743872811.943962,65249032258064.52,3547416774193549.0,3883870967741.935,82116129032258.08,2014-03-25,spring,209417714969.55945
12137,95362705517945.52,0.0,104708857484.77972,537153372.090239,400476885653.1434,2492112884.6280117,2046449223387588.8,3590336.273117834,166326829.35028288,104708857484.77972,5.0165107949290264e+16,13743869001.615278,64213333333333.2,3618584086021509.0,3883870967741.935,82116129032258.08,2014-03-26,spring,206422449095.5368
12138,81517329867775.89,-13623243645420.78,103211224547.7684,539961943.5624582,391632941156.32007,66829673803.270134,2060109550208247.8,3590537.8465576316,165253087.96507335,103211224547.7684,5.016509404376252e+16,13743865191.586374,48603870967741.94,3816643010752691.0,3329032258064.516,82670967741935.48,2014-03-27,spring,204281723875.6717
12139,150372918683251.97,69131192960008.33,102140861937.83585,718392987.7333668,389196212003.7983,12169598521.442373,1991069207544887.5,3551974.4047456514,164192218.62335527,102140861937.83585,5.01650801392609e+16,13743861381.852745,104365161290322.6,3483499354838710.0,6103225806451.613,79896774193548.39,2014-03-28,spring,203186648332.35345
12140,150107429640659.3,0.0,101593324166.17673,353345439.9177637,371288735173.7244,4559713854.786707,1991166754094984.8,3550599.0589897353,163144944.7476587,101593324166.17673,5.016506623580898e+16,13743857572.400248,100374590570719.34,3500707890818857.0,6103225806451.613,79896774193548.39,2014-03-29,spring,197146021667.1765
12141,149838809720521.25,0.0,0.0,359370829.6054287,272016986305.61505,3756436997.1709404,1991360663891695.2,3550793.7827012665,164392004.72690108,197146021667.1765,5.0165052331114e+16,13743853763.235336,103942630272952.69,3469978362282876.0,6103225806451.613,79896774193548.39,2014-03-30,spring,186616033603.312
12142,27199126453092.29,-122595389771335.56,186616033603.312,367812543.159544,230936159496.01907,394442342.46802324,2113956189138306.2,3551139.5767936734,165656214.28839082,0.0,5.016503842515897e+16,13743849953.729864,18830372208436.76,3703830074441684.0,1109677419354.8386,84890322580645.16,2014-03-31,spring,193893518347.66385
12143,151268162560449.94,124350364066959.2,0.0,2629764428.4436903,280686920458.81476,1988725285.6802938,1989800523019016.8,3550771.8933979375,166940951.36798579,193893518347.66385,5.016502451792264e+16,13743846143.87917,77464019851116.69,3721345905707198.5,6103225806451.613,79896774193548.39,2014-04-01,spring,205414274939.2583
12144,151169566917368.8,0.0,205414274939.2583,390234220.6488608,312803108000.3962,9183424200.70306,1989791894525372.2,3548357.4197998145,168244692.9163008,0.0,5.016501060938397e+16,13743842333.677437,102628089330024.72,3434332109181142.5,6103225806451.613,79896774193548.39,2014-04-02,spring,206520731886.83005
12145,151064856386985.75,0.0,206520731886.83005,401179020.3371103,311106115555.121,276032305.5779802,1989792185730368.2,3510614.250893251,169568895.42336926,0.0,5.016499669948717e+16,13743838523.118896,82534392059553.22,3644522084367244.0,6103225806451.613,79896774193548.39,2014-04-03,spring,210096712371.48544
12146,54793093463551.29,-96132181337172.77,210096712371.48544,411988108.71606135,349401753032.9096,135442508.42902842,2085924811610022.2,3510614.764669799,171507495.66650867,0.0,5.0164982787655576e+16,13743834712.188267,35680397022332.555,3606434540942925.0,2219354838709.677,83780645161290.33,2014-04-04,spring,211758462882.12848
